时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,藻青蛋白
09/27/2011,26.30,7.41,228.00,12.30,5.68,2.31,0.07,,2.75,4.30,1494.00
09/28/2011,26.50,7.55,235.00,10.30,6.09,2.27,0.06,,2.83,5.40,1886.00
09/29/2011,26.50,7.45,236.00,10.20,5.64,2.33,0.06,,2.79,6.10,1920.00
09/30/2011,27.40,7.51,235.00,9.20,6.50,2.64,0.06,,2.72,7.80,1977.00
10/01/2011,26.50,7.37,230.00,9.80,5.13,2.56,0.06,,2.27,9.10,1656.00
10/02/2011,25.80,7.44,231.00,11.60,5.01,2.33,0.07,,2.34,8.50,1885.00
10/03/2011,25.10,7.44,221.00,12.10,5.33,2.52,0.08,0.11,2.74,8.50,2258.00
10/04/2011,24.70,7.34,209.00,11.60,5.17,2.39,0.07,0.16,2.56,9.50,2438.00
10/05/2011,24.60,7.31,199.00,12.60,5.53,2.22,0.07,0.14,2.24,8.40,3328.00
10/06/2011,24.50,7.37,203.00,12.40,5.56,2.14,0.08,,2.23,6.60,3938.00
10/07/2011,24.50,7.32,212.00,12.00,5.15,2.25,0.08,,2.50,6.80,5026.00
10/08/2011,24.80,7.26,237.00,9.40,4.77,2.22,0.08,0.07,2.05,4.90,3528.00
10/09/2011,25.00,7.29,232.00,8.40,5.26,2.15,0.07,,1.36,3.60,1494.00
10/10/2011,24.90,7.29,223.00,8.50,4.99,1.80,0.07,,2.50,3.70,1297.00
10/11/2011,24.90,7.31,218.00,8.30,5.19,2.17,0.07,,2.53,3.90,1448.00
10/12/2011,24.90,7.32,211.00,10.40,5.63,2.43,0.07,,2.31,4.30,1852.00
10/13/2011,24.40,7.26,189.00,33.50,5.95,3.00,0.11,0.19,2.47,5.80,2551.00
10/14/2011,24.30,7.19,169.00,30.70,6.36,2.70,0.12,0.56,2.61,7.90,2331.00
10/15/2011,23.90,7.19,206.00,23.80,5.81,3.04,0.12,0.80,3.46,8.60,1778.00
10/16/2011,23.80,7.16,249.00,18.10,5.38,2.90,0.14,1.40,5.87,8.20,1421.00
10/17/2011,23.60,7.05,260.00,14.30,5.06,2.64,0.14,1.67,6.35,7.10,1262.00
10/18/2011,23.40,7.01,230.00,12.90,4.93,2.60,0.14,1.37,5.73,5.90,1394.00
10/19/2011,23.20,7.04,199.00,26.90,4.74,2.42,0.12,0.85,4.88,4.30,1486.00
10/20/2011,23.10,7.07,208.00,31.30,4.70,2.65,0.11,0.84,4.78,2.80,1159.00
10/21/2011,23.40,7.04,207.00,11.60,4.54,3.38,0.10,0.86,3.72,2.60,1129.00
10/22/2011,23.50,7.11,191.00,11.00,4.89,2.38,0.08,0.43,3.77,3.00,1229.00
10/23/2011,23.60,7.17,177.00,15.80,5.30,2.44,0.08,0.19,3.08,3.10,1195.00
10/24/2011,23.80,7.23,176.00,9.50,5.77,2.29,0.07,0.13,2.79,3.30,1360.00
10/25/2011,23.40,7.26,174.00,11.80,5.73,2.32,0.07,0.10,2.82,3.90,1324.00
10/26/2011,23.40,6.89,183.00,12.40,5.61,2.29,0.07,0.20,3.03,5.00,1457.00
10/27/2011,21.10,5.90,173.00,11.90,4.99,2.16,0.06,0.31,2.93,4.50,1342.00
10/28/2011,23.50,6.49,207.00,15.30,5.09,2.31,0.07,0.40,3.53,7.20,1459.00
10/29/2011,23.40,6.64,203.00,16.60,5.12,2.32,0.09,0.32,3.32,9.60,1660.00
10/30/2011,23.50,6.77,211.00,16.60,5.42,2.43,0.10,0.20,3.21,8.80,1483.00
10/31/2011,23.40,6.90,210.00,18.30,5.98,2.31,0.10,0.14,3.18,8.40,1354.00
11/01/2011,23.20,7.49,208.00,17.70,6.38,2.33,0.09,0.08,3.32,9.00,1303.00
11/02/2011,23.60,7.50,213.00,16.10,6.41,2.40,0.08,0.05,3.12,8.50,1240.00
11/03/2011,23.60,7.46,212.00,17.40,6.58,2.15,0.07,,3.11,8.90,1210.00
11/04/2011,23.70,7.46,211.00,15.00,6.62,2.28,0.07,,3.05,5.80,1076.00
11/05/2011,24.10,7.39,235.00,15.10,6.13,2.48,0.07,0.19,3.53,6.80,988.00
11/06/2011,24.20,7.34,247.00,14.10,5.76,2.58,0.07,0.27,4.11,5.50,995.00
11/07/2011,24.10,7.31,238.00,12.70,5.06,2.47,0.07,0.15,4.06,3.90,1241.00
11/08/2011,23.70,7.30,225.00,11.40,5.07,2.68,0.08,,3.79,3.40,1288.00
11/09/2011,22.90,7.21,226.00,30.50,6.16,2.77,0.12,0.22,3.94,3.50,1961.00
11/10/2011,21.30,7.18,214.00,78.90,8.94,3.88,0.26,0.92,5.04,4.00,3362.00
11/11/2011,20.70,7.00,228.00,42.90,7.77,2.58,0.15,1.41,5.57,3.20,2114.00
11/12/2011,20.30,6.74,182.00,36.40,7.35,2.36,0.19,1.15,4.68,2.90,1846.00
11/13/2011,20.40,6.40,169.00,36.20,6.84,2.36,0.18,1.13,4.53,2.80,1747.00
11/14/2011,20.70,6.14,145.00,36.70,6.31,2.15,0.17,0.84,1.92,2.90,1560.00
11/15/2011,20.80,6.18,137.00,29.20,6.09,1.98,0.14,0.51,3.02,2.20,1613.00
11/16/2011,20.90,6.35,146.00,22.40,5.88,1.90,0.13,0.44,2.95,2.10,1606.00
11/17/2011,21.10,6.67,161.00,20.30,5.75,1.94,0.12,0.47,3.44,2.50,1355.00
11/18/2011,21.20,6.80,161.00,21.30,5.86,2.53,0.13,0.37,3.05,2.90,1643.00
11/19/2011,21.30,6.89,158.00,46.20,7.00,3.12,0.19,0.50,3.15,3.90,2824.00
11/20/2011,21.10,6.88,149.00,47.60,7.89,3.04,0.19,0.58,3.24,4.00,2656.00
11/21/2011,20.60,6.97,186.00,31.00,6.99,2.77,0.18,0.68,4.26,3.00,1865.00
11/22/2011,20.50,6.91,187.00,26.20,6.19,2.57,0.16,0.79,4.13,3.40,1641.00
11/23/2011,20.20,6.79,162.00,23.70,5.73,2.64,0.16,0.70,2.07,4.20,1614.00
11/24/2011,19.70,6.72,142.00,29.90,5.91,2.63,0.16,0.44,2.19,5.10,1730.00
11/25/2011,19.50,6.61,142.00,26.70,5.89,2.51,0.16,0.34,2.70,6.00,1686.00
11/26/2011,19.20,6.53,143.00,24.40,6.20,2.42,0.14,0.25,2.86,7.40,1611.00
11/27/2011,19.20,6.43,154.00,25.10,6.13,2.26,0.14,0.38,3.04,9.90,1687.00
11/28/2011,19.50,6.35,169.00,26.50,5.81,2.15,0.13,0.49,3.21,11.80,1608.00
11/29/2011,19.40,6.37,169.00,18.50,5.87,2.21,0.12,0.39,3.10,10.20,1664.00
11/30/2011,19.70,6.36,169.00,16.90,6.21,2.07,0.11,0.31,3.08,5.40,1434.00
12/01/2011,19.00,6.38,165.00,17.10,6.56,2.15,0.12,0.24,3.01,3.10,1431.00
12/02/2011,18.30,6.34,185.00,16.60,6.48,2.22,0.12,0.42,3.64,2.40,1478.00
12/03/2011,17.80,6.35,178.00,16.00,6.97,2.23,0.12,0.29,3.42,2.80,1444.00
12/04/2011,17.60,6.29,182.00,15.20,6.78,2.21,0.12,0.38,3.56,4.30,1316.00
12/05/2011,17.40,7.50,174.00,16.70,6.64,2.47,0.11,0.41,3.49,7.10,1353.00
12/06/2011,17.50,7.41,162.00,15.20,7.05,2.42,0.11,0.32,3.28,10.10,1318.00
12/07/2011,17.80,7.36,169.00,15.40,6.36,2.44,0.10,0.54,3.37,9.80,1335.00
12/08/2011,17.40,7.38,180.00,15.00,6.34,2.50,0.10,0.59,3.59,6.00,1316.00
12/09/2011,16.90,7.31,176.00,16.00,6.87,2.17,0.10,0.45,3.59,6.00,1193.00
12/10/2011,16.70,7.41,174.00,16.20,7.13,2.62,0.09,0.34,3.20,4.40,1097.00
12/11/2011,16.30,7.41,189.00,18.10,7.01,2.59,0.09,0.42,2.58,4.80,1129.00
12/12/2011,16.40,7.55,211.00,22.00,6.61,2.71,0.10,0.62,3.97,5.50,1241.00
12/13/2011,16.40,7.41,185.00,17.30,7.17,2.82,0.10,0.40,3.78,3.30,1169.00
12/14/2011,16.50,6.93,191.00,14.20,7.16,2.10,0.10,0.65,3.80,1.70,1218.00
12/15/2011,16.80,6.44,181.00,13.20,7.03,1.98,0.08,0.63,3.13,1.90,1086.00
12/16/2011,16.60,6.67,175.00,11.80,7.46,2.13,0.08,0.52,2.93,1.80,1055.00
12/17/2011,16.10,7.21,176.00,11.70,7.77,2.01,0.08,0.43,2.94,1.80,1049.00
12/18/2011,16.20,7.15,176.00,13.50,7.68,2.06,0.07,0.44,3.03,1.70,1090.00
12/19/2011,16.20,7.16,186.00,11.30,7.75,2.07,0.07,0.48,3.00,1.70,1139.00
12/20/2011,16.10,6.95,199.00,10.20,7.23,2.04,0.08,0.45,3.25,1.60,1160.00
12/21/2011,16.10,6.94,185.00,8.50,7.58,1.86,0.07,0.68,3.19,1.60,1162.00
12/22/2011,15.90,6.86,182.00,8.80,7.60,1.94,0.07,0.57,3.16,1.80,1237.00
12/23/2011,15.60,6.89,175.00,9.00,7.81,2.06,0.07,0.55,3.26,1.80,1259.00
12/24/2011,15.00,7.00,178.00,9.00,8.08,2.12,0.07,0.61,3.10,1.80,1373.00
12/25/2011,14.60,7.09,180.00,8.90,8.45,2.06,0.07,0.51,0.91,2.00,1440.00
12/26/2011,14.30,6.98,172.00,11.10,8.53,2.14,0.06,0.40,2.58,2.00,1664.00
12/27/2011,14.70,6.80,181.00,13.20,8.05,2.09,0.08,0.44,2.42,2.00,1912.00
12/28/2011,15.20,6.66,198.00,57.00,9.09,2.71,0.22,0.67,2.88,2.80,4479.00
12/29/2011,15.10,6.37,174.00,69.50,9.22,2.76,0.28,0.59,2.69,2.60,5276.00
12/30/2011,15.10,6.51,211.00,40.00,9.85,2.18,0.18,0.51,3.40,3.00,3629.00
12/31/2011,15.10,6.62,288.00,31.60,9.93,2.59,0.18,0.96,5.04,2.80,3465.00
01/01/2012,15.20,6.49,225.00,23.70,9.40,2.33,0.14,0.75,3.76,2.00,2333.00
01/02/2012,15.30,6.53,199.00,20.90,9.48,2.10,0.12,0.59,3.16,2.00,1893.00
01/03/2012,15.20,6.54,182.00,21.60,9.64,1.91,0.10,0.49,2.72,1.90,1710.00
01/04/2012,14.60,6.51,196.00,21.70,9.73,1.94,0.10,0.69,2.26,1.90,1759.00
01/05/2012,14.00,6.53,207.00,18.60,9.77,1.95,0.09,0.73,1.58,5.50,1615.00
01/06/2012,13.70,6.52,196.00,19.20,9.79,1.89,0.10,0.59,3.21,8.20,1791.00
01/07/2012,14.00,6.32,208.00,27.30,9.42,2.20,0.13,0.80,3.16,8.60,2182.00
01/08/2012,14.20,6.33,232.00,33.20,9.49,3.44,0.13,0.82,3.98,7.40,1898.00
01/09/2012,14.60,6.43,220.00,17.70,9.56,2.95,0.09,0.59,2.96,7.60,1566.00
01/10/2012,14.60,6.45,228.00,16.50,9.42,2.96,0.10,0.60,2.58,7.50,1574.00
01/11/2012,14.60,6.45,223.00,17.20,9.38,2.86,0.08,0.56,4.29,7.70,1613.00
01/12/2012,14.40,6.42,216.00,19.70,9.46,2.88,0.08,0.49,4.13,8.20,1772.00
01/13/2012,14.30,6.41,214.00,19.10,9.44,2.82,0.08,0.48,4.17,8.80,1795.00
01/14/2012,14.50,6.44,220.00,20.10,8.77,2.76,0.09,0.53,4.20,9.80,1851.00
01/15/2012,14.70,6.24,258.00,21.00,6.89,2.89,0.09,0.91,5.02,12.00,1822.00
01/16/2012,14.80,6.18,251.00,29.80,7.57,3.36,0.15,1.12,4.97,15.30,2383.00
01/17/2012,14.40,6.23,255.00,30.10,7.80,3.61,0.21,1.31,5.56,14.60,2364.00
01/18/2012,15.00,6.20,230.00,33.10,7.33,3.62,0.21,1.23,5.29,19.50,2360.00
01/19/2012,15.40,6.18,247.00,27.80,6.78,3.50,0.18,1.44,5.45,17.20,1834.00
01/20/2012,15.50,6.25,272.00,25.70,6.44,3.54,0.20,1.52,6.08,13.90,1639.00
01/21/2012,15.50,6.17,244.00,30.10,6.51,3.47,0.22,1.29,5.10,16.00,1632.00
01/22/2012,15.00,6.11,221.00,31.80,6.66,2.45,0.20,1.18,1.91,23.90,1667.00
01/23/2012,14.40,5.40,178.00,35.70,7.16,2.71,0.19,0.91,1.68,17.30,1871.00
01/24/2012,13.90,6.50,156.00,44.00,7.04,2.51,0.20,0.78,3.17,22.70,1899.00
01/25/2012,13.30,7.29,159.00,107.80,7.48,2.60,0.20,0.75,3.30,6.30,1386.00
01/26/2012,,,,,8.10,2.39,0.19,0.49,2.76,,
01/27/2012,,,,,7.89,2.22,0.18,0.72,3.01,,
01/28/2012,,,,,7.57,2.25,0.19,0.69,3.26,,
01/29/2012,,,,,7.41,2.39,0.19,0.72,3.27,,
01/30/2012,,,,,7.88,2.32,0.18,0.66,3.01,,
01/31/2012,,,,,7.71,2.41,0.18,0.94,3.47,,
02/01/2012,,,,,7.77,2.32,0.18,0.67,3.17,,
02/02/2012,,,,,7.92,2.27,0.16,0.45,2.70,,
02/03/2012,,,,,8.16,2.21,0.17,0.34,2.56,,
02/04/2012,,,,,7.90,2.11,0.17,0.41,2.61,,
02/05/2012,,,,,7.98,2.07,0.14,0.37,2.06,,
02/06/2012,,,,,8.06,2.09,0.14,0.33,2.16,,
02/07/2012,,,,,8.27,2.13,0.14,0.29,2.10,,
02/08/2012,,,,,8.53,2.17,0.14,0.26,2.15,,
02/09/2012,,,,,8.32,2.19,0.15,0.32,2.35,,
02/10/2012,,,,,8.32,2.12,0.14,0.29,2.24,,
02/11/2012,,,,,8.49,2.16,0.13,0.30,2.30,,
02/12/2012,,6.59,183.00,24.60,7.70,2.17,0.15,0.58,3.38,,
02/13/2012,,6.54,157.00,24.30,7.49,2.17,0.15,0.64,3.18,,
02/14/2012,,6.44,126.00,24.80,7.60,2.08,0.14,0.52,2.61,,
02/15/2012,0.25,6.47,165.00,22.50,7.15,2.28,0.14,0.69,3.15,0.25,50.00
02/16/2012,,6.49,162.00,21.20,7.22,2.26,0.13,0.69,3.19,,
02/17/2012,14.20,6.58,159.00,22.40,7.48,1.84,0.14,0.58,3.06,,
02/18/2012,13.60,6.47,167.00,18.20,7.59,1.59,0.10,0.52,3.01,,
02/19/2012,13.70,6.56,169.00,17.70,7.55,1.54,0.10,0.57,3.13,,
02/20/2012,13.80,6.52,174.00,15.70,7.48,1.86,0.10,0.66,3.18,,
02/21/2012,14.40,6.48,184.00,14.60,7.02,1.85,0.12,0.67,3.34,,
02/22/2012,15.10,6.52,193.00,14.50,6.74,1.84,0.13,0.71,3.41,,
02/23/2012,16.20,6.48,211.00,14.40,6.38,1.94,0.12,0.98,4.33,,
02/24/2012,16.00,6.55,220.00,18.30,6.05,2.01,0.13,1.12,5.00,,
02/25/2012,15.90,6.45,221.00,22.80,5.69,1.94,0.12,1.10,5.07,,
02/26/2012,14.90,6.53,196.00,61.60,6.30,2.49,0.19,0.86,4.44,,
02/27/2012,13.60,6.66,179.00,80.80,7.22,2.60,0.22,0.60,3.96,,
02/28/2012,12.70,6.69,137.00,403.10,9.48,9.04,0.34,0.88,4.60,,
02/29/2012,12.40,6.82,110.00,393.40,10.61,6.60,0.46,0.90,4.41,,
03/01/2012,13.40,6.70,98.00,330.80,9.45,3.51,0.37,0.60,3.19,,
03/02/2012,14.70,6.55,100.00,227.00,8.48,2.68,0.25,0.36,2.52,,
03/03/2012,15.50,6.44,106.00,120.90,7.95,2.12,0.17,0.42,2.26,,
03/04/2012,16.00,6.31,113.00,62.20,7.60,1.77,0.14,0.57,2.52,,
03/05/2012,16.30,6.29,103.00,57.20,7.90,1.70,0.14,0.31,2.07,,
03/06/2012,15.80,6.29,104.00,60.50,8.43,1.86,0.15,0.36,2.14,0.25,50.00
03/07/2012,16.10,6.35,113.00,78.40,8.74,2.17,0.18,0.43,2.36,,
03/08/2012,15.90,6.28,103.00,78.60,9.10,2.34,0.19,0.48,2.55,,
03/09/2012,15.40,6.26,88.00,69.60,9.47,2.34,0.18,0.47,2.53,,
03/10/2012,14.40,6.24,92.00,64.70,8.93,2.40,0.20,0.36,2.44,,
03/11/2012,14.00,6.18,92.00,58.30,8.72,2.14,0.18,0.45,2.93,,
03/12/2012,13.70,6.20,90.00,56.90,8.44,2.07,0.17,0.29,2.54,,
03/13/2012,13.40,6.15,97.00,54.20,8.18,2.09,0.16,0.43,2.75,,
03/14/2012,13.70,6.11,95.00,49.30,8.26,1.82,0.14,0.34,2.37,,
03/15/2012,14.80,6.12,132.00,46.10,8.18,1.97,0.13,0.25,2.09,,
03/16/2012,15.50,6.07,146.00,39.60,7.87,2.83,0.12,0.38,2.25,,
03/17/2012,16.20,6.02,136.00,40.10,7.45,2.27,0.12,0.41,2.08,,
03/18/2012,17.40,6.00,147.00,32.60,6.83,2.17,0.12,0.45,2.57,,
03/19/2012,17.70,6.15,141.00,31.40,6.98,2.08,0.11,0.35,2.32,,
03/20/2012,17.20,6.22,162.00,32.10,6.99,2.07,0.12,0.45,2.92,,
03/21/2012,17.40,6.16,166.00,28.50,6.69,1.94,0.12,0.49,2.92,,
03/22/2012,17.80,6.17,164.00,25.40,6.58,1.89,0.11,0.35,2.66,,
03/23/2012,17.70,6.14,189.00,24.10,6.45,1.95,0.10,0.44,2.96,,
03/24/2012,16.60,6.16,215.00,25.50,6.80,1.30,0.07,0.38,1.89,,
03/25/2012,16.50,6.12,251.00,25.60,6.57,2.09,0.11,0.46,3.46,,
03/26/2012,16.80,6.08,269.00,26.70,6.54,1.92,0.11,0.48,3.47,,
03/27/2012,16.90,6.14,317.00,20.40,6.75,2.06,0.10,0.46,3.26,0.25,50.00
03/28/2012,17.30,6.22,306.00,18.70,7.05,1.86,0.09,0.38,3.41,0.25,50.00
03/29/2012,17.60,6.18,296.00,18.10,6.91,2.06,0.08,0.47,3.33,0.25,50.00
03/30/2012,18.00,6.13,313.00,17.70,7.01,2.04,0.07,0.49,2.98,0.25,50.00
03/31/2012,18.30,6.20,325.00,17.50,6.82,1.90,0.08,0.39,2.03,0.25,50.00
04/01/2012,18.40,6.18,320.00,15.00,6.90,1.80,0.08,0.51,3.78,0.25,50.00
04/02/2012,18.30,6.27,326.00,15.10,7.28,1.99,0.07,0.44,3.45,0.25,50.00
04/03/2012,19.10,6.25,350.00,13.60,7.32,1.87,0.08,0.46,3.42,0.25,50.00
04/04/2012,19.30,6.21,337.00,12.30,6.85,1.71,0.08,0.66,4.07,,
04/05/2012,19.20,6.18,311.00,14.10,6.67,1.84,0.07,0.65,4.15,0.25,50.00
04/06/2012,18.90,6.11,294.00,14.60,6.80,1.90,0.07,0.43,3.49,0.25,50.00
04/07/2012,18.60,6.13,326.00,17.00,6.73,1.92,0.08,0.43,3.50,,
04/08/2012,18.60,6.14,332.00,16.90,6.19,1.65,0.08,0.48,3.99,,
04/09/2012,18.40,6.11,338.00,22.40,6.23,1.91,0.09,0.54,3.90,,
04/10/2012,19.00,6.16,395.00,31.80,6.67,2.09,0.12,0.75,4.57,0.25,50.00
04/11/2012,20.30,6.17,397.00,39.10,6.25,2.13,0.12,0.71,4.17,0.25,50.00
04/12/2012,20.00,6.14,418.00,28.80,7.67,2.17,0.12,0.61,4.13,0.25,50.00
04/13/2012,20.60,6.13,487.00,33.00,6.01,2.54,0.12,0.61,4.16,,
04/14/2012,21.30,6.18,444.00,30.70,4.99,2.31,0.13,1.03,5.77,,
04/15/2012,21.50,6.33,179.00,107.70,6.66,2.97,0.23,1.01,5.11,,
04/16/2012,21.30,6.28,171.00,268.00,8.35,3.77,0.32,0.58,3.78,0.25,50.00
04/17/2012,20.20,6.16,184.00,188.80,8.09,3.49,0.28,0.64,4.04,0.25,50.00
04/18/2012,19.80,6.07,166.00,106.40,7.24,2.88,0.24,0.87,4.94,,
04/19/2012,19.70,6.10,170.00,76.90,6.40,2.28,0.18,0.81,3.88,0.25,50.00
04/20/2012,20.00,6.18,238.00,77.60,6.55,1.73,0.18,0.50,2.40,,
04/21/2012,19.90,6.17,216.00,67.50,6.82,1.54,0.17,0.33,3.11,,
04/22/2012,19.90,6.16,225.00,70.90,6.58,1.32,0.16,0.30,2.93,,
04/23/2012,20.20,6.12,235.00,68.70,6.38,1.05,0.15,0.41,3.04,,
04/24/2012,21.00,6.08,206.00,55.30,6.31,1.09,0.14,0.30,2.93,0.25,50.00
04/25/2012,21.00,6.16,196.00,201.60,7.73,2.44,0.24,0.30,3.00,,
04/26/2012,20.10,6.20,188.00,252.30,9.38,3.51,0.31,0.45,3.45,,
04/27/2012,19.50,6.13,206.00,142.80,8.46,2.83,0.23,0.56,3.65,,
04/28/2012,19.50,6.07,194.00,111.30,7.84,1.95,0.20,0.40,3.13,,
04/29/2012,20.20,6.30,211.00,96.80,7.44,2.21,0.21,0.53,3.56,,
04/30/2012,20.90,6.55,172.00,137.50,9.66,2.36,0.22,0.41,2.78,,
05/01/2012,21.70,6.53,169.00,138.00,8.36,2.26,0.21,0.25,2.16,,
05/02/2012,21.90,6.53,138.00,388.70,8.91,4.67,0.33,0.31,2.64,,
05/03/2012,21.70,6.53,128.00,477.50,9.81,5.72,0.38,0.22,2.66,,
05/04/2012,21.90,7.17,117.00,510.80,8.42,6.66,0.37,0.34,3.31,10.40,3840.00
05/05/2012,22.30,7.62,127.00,702.60,7.32,6.12,0.50,0.75,4.32,12.40,5099.00
05/06/2012,22.50,7.60,123.00,547.50,7.10,3.91,0.43,0.70,3.80,9.10,4428.00
05/07/2012,22.70,7.48,110.00,232.40,7.07,2.30,0.25,0.26,2.65,5.70,2865.00
05/08/2012,22.90,7.42,111.00,149.50,6.59,1.87,0.18,0.20,2.36,5.90,2349.00
05/09/2012,23.30,7.36,125.00,122.10,6.27,2.77,0.15,0.21,2.38,5.60,2180.00
05/10/2012,23.10,7.45,136.00,271.10,7.44,3.73,0.29,0.33,3.23,8.30,3264.00
05/11/2012,22.70,7.57,143.00,343.30,7.54,5.26,0.39,0.51,3.82,7.60,3536.00
05/12/2012,22.40,7.46,109.00,334.50,7.30,3.99,0.32,0.35,3.20,10.00,3289.00
05/13/2012,22.30,7.35,106.00,213.50,7.16,2.86,0.22,0.21,2.81,8.10,2584.00
05/14/2012,22.60,7.34,107.00,124.30,6.99,2.38,0.18,0.13,2.08,8.20,2314.00
05/15/2012,23.00,7.34,107.00,106.00,6.48,2.00,0.14,0.07,1.62,7.50,2032.00
05/16/2012,23.60,7.37,124.00,134.00,6.17,2.26,0.15,0.22,2.06,7.70,2114.00
05/17/2012,23.60,7.41,113.00,673.30,6.85,4.62,0.25,0.21,2.51,14.30,4277.00
05/18/2012,23.10,7.40,120.00,245.40,5.95,2.69,0.21,0.21,2.27,5.80,2659.00
05/19/2012,23.20,7.40,120.00,96.90,5.89,2.10,0.14,0.08,1.88,5.60,1965.00
05/20/2012,23.70,7.38,133.00,58.70,5.45,1.77,0.12,0.20,1.96,6.10,1855.00
05/21/2012,23.70,7.30,132.00,78.80,5.15,1.90,0.12,0.20,1.89,5.60,1914.00
05/22/2012,24.40,7.38,140.00,125.70,5.25,1.76,0.11,0.12,1.76,4.90,1948.00
05/23/2012,24.70,7.41,183.00,148.10,4.80,1.70,0.10,0.35,2.63,4.70,1792.00
05/24/2012,24.90,7.40,165.00,76.70,5.01,1.70,0.11,0.20,2.25,4.70,1632.00
05/25/2012,25.00,7.36,148.00,41.30,4.97,1.82,0.10,0.17,1.79,4.30,1608.00
05/26/2012,25.40,7.29,164.00,43.60,5.29,1.85,0.10,0.27,2.06,4.80,1576.00
05/27/2012,25.00,7.39,162.00,151.30,6.99,2.47,0.17,0.15,2.03,6.00,2126.00
05/28/2012,23.60,7.47,133.00,584.00,9.26,5.99,0.36,0.31,2.52,6.60,4005.00
05/29/2012,23.80,7.43,136.00,204.90,7.94,2.90,0.23,0.35,2.12,4.40,2249.00
05/30/2012,24.00,7.31,134.00,97.80,6.77,2.37,0.18,0.45,1.88,4.20,1903.00
05/31/2012,24.00,7.26,128.00,74.90,6.42,2.35,0.15,0.31,1.59,4.30,1767.00
06/01/2012,24.20,7.26,129.00,66.70,6.06,2.22,0.14,0.30,1.45,4.10,1716.00
06/02/2012,24.30,7.28,129.00,56.90,6.37,2.29,0.13,0.12,1.26,4.00,1659.00
06/03/2012,24.10,7.36,130.00,56.10,6.43,1.87,0.12,0.10,1.22,4.40,1632.00
06/04/2012,24.20,7.31,144.00,57.60,5.93,1.78,0.11,0.26,1.44,4.40,1582.00
06/05/2012,24.30,7.31,143.00,75.60,6.10,1.82,0.12,0.18,1.41,4.20,1629.00
06/06/2012,24.60,7.30,140.00,70.80,5.93,1.99,0.11,0.26,1.25,4.30,1620.00
06/07/2012,25.30,7.29,146.00,101.00,5.63,1.45,0.11,0.29,3.41,4.40,1603.00
06/08/2012,25.70,7.34,144.00,105.50,5.84,1.45,0.12,0.16,3.10,4.70,1611.00
06/09/2012,26.00,7.29,146.00,38.50,5.42,1.43,0.11,0.28,2.87,5.00,1581.00
06/10/2012,26.10,7.29,153.00,51.40,5.31,1.31,0.12,0.28,3.38,5.20,1637.00
06/11/2012,25.80,7.37,140.00,132.90,7.17,2.51,0.18,0.22,2.88,5.70,1895.00
06/12/2012,25.40,7.45,178.00,323.40,8.61,3.55,0.33,0.75,5.70,6.30,2404.00
06/13/2012,25.10,7.42,128.00,291.30,7.64,2.70,0.29,0.54,4.40,6.30,2448.00
06/14/2012,25.20,7.35,119.00,249.40,6.33,2.31,0.24,0.34,3.68,6.00,2180.00
06/15/2012,25.50,7.30,111.00,210.20,6.15,1.79,0.18,0.21,3.05,5.60,1898.00
06/16/2012,25.50,7.33,112.00,201.50,6.63,2.00,0.16,0.11,2.72,5.40,1798.00
06/17/2012,24.70,7.36,123.00,488.40,8.56,3.85,0.16,0.29,4.06,6.30,2722.00
06/18/2012,24.00,7.41,102.00,340.20,9.12,3.10,,0.24,3.45,5.70,2353.00
06/19/2012,24.20,7.39,93.00,264.70,8.82,2.15,0.20,0.05,2.67,5.70,1991.00
06/20/2012,24.30,7.39,100.00,129.30,8.63,1.86,0.18,0.17,2.71,5.60,1808.00
06/21/2012,24.60,7.35,105.00,99.70,8.21,1.73,0.16,0.24,2.63,5.50,1743.00
06/22/2012,24.60,7.38,102.00,83.20,8.08,1.56,0.15,0.11,2.42,5.40,1668.00
06/23/2012,24.70,7.34,114.00,120.50,8.78,1.70,0.17,0.27,2.90,5.30,1777.00
06/24/2012,24.70,7.38,132.00,92.00,8.65,1.61,0.16,0.27,3.06,5.10,1666.00
06/25/2012,24.60,7.32,119.00,88.20,7.97,1.59,0.17,0.30,2.87,4.80,1641.00
06/26/2012,24.80,7.31,104.00,97.10,7.53,1.37,0.16,0.17,2.22,4.80,1642.00
06/27/2012,25.20,7.22,119.00,107.90,6.59,1.29,0.15,0.39,3.32,4.70,1625.00
06/28/2012,25.60,7.25,119.00,67.20,6.35,1.39,0.14,0.25,2.78,4.30,1598.00
06/29/2012,25.90,7.22,134.00,47.80,5.94,1.92,0.11,0.21,3.24,3.90,1568.00
06/30/2012,26.20,7.23,133.00,46.30,5.91,2.61,0.12,0.17,3.31,3.90,1549.00
07/01/2012,26.50,7.28,132.00,49.10,5.91,,0.12,0.12,2.88,4.20,1533.00
07/02/2012,26.80,7.33,135.00,57.60,6.31,1.92,0.12,0.14,2.80,4.30,1538.00
07/03/2012,27.00,7.35,130.00,52.10,6.34,1.64,0.11,0.18,2.44,4.60,1539.00
07/04/2012,27.60,7.41,140.00,53.80,6.31,1.76,0.11,0.18,2.67,4.80,1561.00
07/05/2012,27.40,7.43,143.00,57.60,6.19,1.77,0.10,0.18,2.85,4.90,1529.00
07/06/2012,27.50,7.42,145.00,71.80,6.16,1.68,,0.22,2.97,4.70,1497.00
