时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素
11/10/2011,20.4,7.42,264,121,7.06,3.16,0.28,1.84,5.6,5.2
11/11/2011,20.8,7.1,151,62.2,6.09,3.32,0.27,0.89,4.16,5
11/12/2011,20.3,7.31,201,63,5.69,2.84,0.31,1.09,3.5,4.9
11/13/2011,21,7.27,165,37,6.43,3.43,0.23,0.44,2.39,4.9
11/14/2011,21.3,7.26,177,33.6,5.43,3.18,0.2,0.54,2.02,4.8
11/15/2011,21.4,7.32,221,28.2,5.16,2.66,0.18,1.3,2.92,4.8
11/16/2011,21.5,7.35,199,23.1,5.51,2.16,0.18,0.5,2.69,4.8
11/17/2011,21.5,7.39,203,22.9,4.97,1.82,0.19,0.37,2.86,4.8
11/18/2011,21.9,7.3,210,28.4,5.25,1.59,0.17,0.73,3.42,4.8
11/19/2011,21.8,7.5,313,65,6.1,1.82,0.26,1.51,4.49,5
11/20/2011,21.4,7.45,221,79.2,5.78,2.13,0.34,1.71,4.36,4.9
11/21/2011,21,7.41,182,70.6,5.49,1.98,0.33,0.97,3.06,4.9
11/22/2011,20.7,7.34,170,43.9,5.83,1.42,0.25,0.55,2.7,4.8
11/23/2011,20.5,7.31,204,45.2,6.14,1.81,0.22,2.04,4.02,4.8
11/24/2011,20.1,7.28,188,33.9,6.47,1.63,0.19,0.96,2.88,4.9
11/25/2011,19.7,7.37,222,31.2,6.6,1.63,0.2,0.88,3.03,4.9
11/26/2011,19.6,7.42,176,26.1,6.46,1.45,0.18,0.11,2.55,4.9
11/27/2011,19.4,7.36,246,30.1,5.83,1.52,0.19,1.27,3.61,4.8
11/28/2011,19.7,7.36,198,25.3,5.79,1.36,0.18,0.41,2.69,4.9
11/29/2011,20,7.37,199,28.4,6.09,1.43,0.18,0.65,2.95,4.9
11/30/2011,20.1,7.31,201,26.3,5.82,1.57,0.17,0.61,2.69,4.8
12/01/2011,20,7.37,169,23.4,6.11,1.37,0.16,0.29,2.29,4.9
12/02/2011,19.2,7.25,185,20.7,5.8,1.39,0.15,0.93,2.59,4.9
12/03/2011,18.6,7.27,219,39,5.79,1.75,0.16,1.23,3.06,5
12/04/2011,18.6,7.37,188,17.1,6.32,1.6,0.15,0.39,2.09,5
12/05/2011,16.1,6.54,155,17.2,5.91,1.73,0.14,0.21,1.71,4.5
12/06/2011,18.5,7.33,199,19.7,6.1,1.76,0.15,0.58,2.03,5
12/07/2011,18.9,7.38,220,15.2,6.07,1.66,0.14,0.54,2.08,5
12/08/2011,18.9,7.3,220,18,5.87,1.7,0.15,0.99,2.01,5
12/09/2011,17.9,7.35,197,19.2,6.23,1.62,0.15,0.6,1.79,5
12/10/2011,17.5,7.26,219,25.5,6.13,1.69,0.16,1.55,2.14,5.1
12/11/2011,17.4,7.2,175,23.8,6.1,1.69,0.14,0.94,1.59,5
12/12/2011,17.3,7.37,176,17.5,6.53,1.67,0.15,0.47,1.28,5.1
12/13/2011,17.6,7.32,175,14.6,7.09,1.66,0.14,0.75,1.36,5.2
12/14/2011,17.6,7.37,180,15.2,6.99,1.69,0.14,0.58,1.44,5.2
12/15/2011,17.7,7.27,194,15.6,6.82,1.78,0.14,1.16,1.9,5.3
12/16/2011,17.5,7.3,174,13.8,6.8,1.42,0.13,0.51,2.59,5.4
12/17/2011,16.7,7.34,190,12,7.03,1.63,0.14,0.78,2.66,5.2
12/18/2011,16.7,7.25,199,13.6,6.89,1.65,0.13,1.19,2.86,5.2
12/19/2011,16.8,7.26,172,11.7,7.06,1.78,0.13,0.97,2.79,5.1
12/20/2011,17.1,7.31,149,13.9,7.37,1.48,0.12,0.4,2.34,5.1
12/21/2011,17.4,7.29,173,13.2,7.07,1.36,0.12,0.6,2.93,5.1
12/22/2011,17.5,7.38,130,10.5,7.38,1.35,0.12,0.21,2.13,5.1
12/23/2011,16.6,7.49,205,13.7,6.55,1.35,0.16,0.3,3.24,5.1
12/24/2011,15.4,7.69,288,7.7,6.19,1.89,0.2,0.35,3.98,5.3
12/25/2011,14.6,7.76,341,11.1,6.04,2.01,0.21,0.51,3.93,5.7
12/26/2011,14.3,7.74,449,8.5,5.7,2.46,0.25,2.3,4.68,5.6
12/27/2011,14.6,7.51,226,13.5,6.89,2.25,0.2,0.8,2.98,5.3
12/28/2011,16,7.36,189,11.5,7.08,2.1,0.13,0.87,2.37,5.2
12/29/2011,16.5,7.41,155,10.7,7.36,2.26,0.13,0.6,2.07,5.3
12/30/2011,16.4,7.37,177,11.9,6.92,2.28,0.13,1.01,2.69,5.4
12/31/2011,16.1,7.39,190,12,6.74,2.19,0.14,1.12,2.79,5.5
01/01/2012,15.9,7.28,190,14.3,6.75,2.41,0.12,0.86,2.98,5.4
01/02/2012,15.6,7.36,253,11.5,6.31,2.58,0.16,1.59,3.74,5.4
01/03/2012,15.6,7.35,260,11.6,6,2.48,0.16,1.31,3.07,5.7
01/04/2012,15.2,7.47,297,10.6,6.47,3.16,0.19,1.55,4.07,5.8
01/05/2012,14.9,7.46,272,9.8,6.23,1.82,0.19,1.65,3.81,5.9
01/06/2012,14.3,7.48,269,10.7,6.66,2.19,0.17,1.56,3.2,5.8
01/07/2012,14.3,7.57,347,12.6,6.41,3.04,0.22,2.49,3.68,6.1
01/08/2012,14.7,7.59,354,10.8,6.21,2.7,0.23,2.96,4.31,6.1
01/09/2012,15.7,7.41,260,11.7,6.26,1.69,0.2,1.87,3.86,6.1
01/10/2012,15.6,7.38,284,10.6,6.32,1.73,0.2,1.58,4.19,6.2
01/11/2012,15,7.64,401,10.2,5.43,1.99,0.26,2.87,6.77,7
01/12/2012,14.9,7.59,381,3.8,5.42,1.16,0.16,1.64,5.61,7.8
01/13/2012,14.5,7.65,419,9.3,5.31,1.42,0.28,2.61,7.3,10.4
01/14/2012,14.5,7.65,441,10.1,5.54,1.44,0.25,2.86,7.93,8.9
01/15/2012,15.4,7.51,331,18.2,5.68,1.54,0.26,2.63,6.66,9.5
01/16/2012,15.5,7.59,407,30.9,6.59,1.67,0.27,3.28,8.41,9.6
01/17/2012,15.3,7.66,334,25.8,6.3,1.92,0.33,3.1,7.58,9.2
01/18/2012,15.4,7.41,211,14.7,6.17,1.83,0.31,2.33,5.24,8.8
01/19/2012,15.9,7.31,181,14.5,5.69,1.88,0.29,2.24,3.99,8
01/20/2012,16.2,7.38,197,13.3,5.8,1.97,0.29,2.31,4.59,8.5
01/21/2012,16,7.32,192,14,5.71,1.9,0.3,2.04,4.42,8.3
01/22/2012,15.5,7.36,198,13,5.92,1.9,0.29,1.46,3.96,8.1
01/23/2012,15,7.42,204,16.4,6.23,2.06,0.31,2.25,4.88,8.1
01/24/2012,14.3,7.45,224,17.1,6.15,2.06,0.38,2.03,4.46,8.6
01/25/2012,,,,,,,,,,
01/26/2012,,,,,,,,,,
01/27/2012,,,,,,,,,,
01/28/2012,,,,,,,,,,
01/29/2012,14.2,7.33,167,8.1,6.92,1.48,0.3,1.33,3.85,7.9
01/30/2012,14.3,7.32,147,8,6.95,1.5,0.26,0.98,3.29,8.1
01/31/2012,14.3,7.34,130,8.7,7.7,1.43,0.22,0.77,2.96,8.9
02/01/2012,14.5,7.41,149,12.6,7.38,1.48,0.23,0.78,3.18,9.4
02/02/2012,14.7,7.38,132,8.4,7.53,1.44,0.21,0.67,2.76,8.7
02/03/2012,14.5,7.37,126,13.5,7.54,1.44,0.19,0.6,2.71,8.2
02/04/2012,14.6,7.4,140,10.2,7.39,1.46,0.21,0.67,3.05,8
02/05/2012,15,7.36,130,11.3,7.56,1.43,0.19,0.62,3.46,7.8
02/06/2012,15.6,7.36,128,12.2,7.45,1.41,0.18,0.58,3.67,7.7
02/07/2012,15.6,7.37,163,13.1,6.71,1.59,0.21,0.91,4.54,7.8
02/08/2012,14.9,7.37,224,12.3,5.57,1.81,0.28,1.54,4.92,8.7
02/09/2012,14.6,7.22,150,11.5,6.46,1.58,0.21,0.89,3.58,10.3
02/10/2012,14.4,7.28,161,12.3,6.96,1.6,0.2,0.95,2.95,9.8
02/11/2012,14.4,7.29,202,8.8,6.71,1.74,0.24,1.94,3.61,8.5
02/12/2012,14.7,7.33,187,9.9,6.76,1.79,0.24,1.59,3.32,8.9
02/13/2012,15,7.29,179,9.9,6.84,1.78,0.23,1.36,3.1,8.3
02/14/2012,15.6,7.24,208,8.7,6.46,1.39,0.23,2.04,4.26,7.9
02/15/2012,16,7.44,238,9.5,6.19,1.6,0.25,1.42,4.65,7.8
02/16/2012,16.1,7.47,236,13,6.41,1.58,0.23,1.44,4.5,7.8
02/17/2012,15.7,7.52,264,14.6,5.93,1.29,0.21,1.36,5.51,7.4
02/18/2012,15,7.52,253,15.2,6,1.61,0.21,2.6,6.15,7
02/19/2012,15.2,7.55,268,14.6,6.01,1.62,0.19,2.51,5.88,7
02/20/2012,15.3,7.46,221,13.3,6.19,1.71,0.19,2.08,5.23,6.8
02/21/2012,15.8,7.48,259,10.1,5.95,1.69,0.22,2.82,7.41,6.7
02/22/2012,16.3,7.45,238,13,5.7,1.62,0.23,1.74,6.28,6.4
02/23/2012,16.6,7.51,263,13.4,6.14,1.56,0.24,1.3,6.22,6.6
02/24/2012,16.7,7.55,264,14.8,6.31,1.33,0.23,0.75,7,6.7
02/25/2012,16.5,7.56,291,29.9,5.99,1.36,0.23,0.41,6.01,6.8
02/26/2012,16.4,7.69,330,38.6,5.82,1.4,0.23,0.91,6.65,6.8
02/27/2012,15.8,7.71,310,36.1,6.35,2.01,0.35,2.04,6.35,6.7
02/28/2012,13.3,7.76,212,306.3,9.65,4.39,0.33,2.83,5,11.8
02/29/2012,13.8,7.5,146,313.3,9.23,3.16,0.38,1.04,2.8,7.7
03/01/2012,14.8,7.44,142,133.4,8.41,1.66,0.21,0.8,2.92,5.6
03/02/2012,15.5,7.34,156,81.1,7.94,1.56,0.18,1.07,3.44,5.5
03/03/2012,16,7.37,125,71,8.43,1.64,0.16,0.48,2.51,5.6
03/04/2012,16.2,7.41,132,60.7,8.14,2.01,0.16,0.59,2.89,5.7
03/05/2012,14.4,7.36,153,59.4,7.04,2.01,0.19,1.13,3.14,6
03/06/2012,16.7,7.48,156,71.7,7.59,2.15,0.24,0.69,2.53,6.1
03/07/2012,16.4,7.36,166,65.6,7.94,2.11,0.23,1.31,2.89,6.3
03/08/2012,16.2,7.37,138,61,7.91,2.07,0.23,0.85,2.79,6.3
03/09/2012,16.1,7.38,158,87.9,8.15,2.39,0.25,1.24,3.17,6.3
03/10/2012,15.5,7.38,129,69.2,8.38,2.17,0.2,0.69,2.36,6.2
03/11/2012,15.2,7.29,136,76.4,8.35,2.05,0.19,0.99,2.47,6.1
03/12/2012,14.8,7.26,128,71.5,8.35,1.98,0.17,0.98,2.22,6
03/13/2012,14.6,7.33,117,66.6,8.43,1.87,0.16,0.44,1.88,5.9
03/14/2012,14.7,7.22,144,66.4,8.12,1.94,0.14,1.08,2.44,6.1
03/15/2012,15.2,7.26,158,67,7.63,1.87,0.14,0.91,2.55,5.6
03/16/2012,15.9,7.32,159,47.3,7.33,1.9,0.16,0.81,2.67,5.2
03/17/2012,16.3,7.36,180,46.6,7.05,1.56,0.16,1.18,3.01,5.1
03/18/2012,17.1,7.3,164,34.1,6.89,1.61,0.14,1.05,3.05,5
03/19/2012,17.7,7.35,162,30.7,6.77,1.74,0.15,0.84,3.13,5.1
03/20/2012,17.6,7.25,172,28.7,6.51,1.39,0.14,0.74,4.06,5.1
03/21/2012,17.6,7.44,174,30.9,7.09,1.77,0.15,0.82,3.75,5.3
03/22/2012,17.8,7.39,199,29.6,6.95,1.41,0.15,0.64,4.45,5.4
03/23/2012,17.7,7.35,193,28.4,6.86,1.66,0.15,1.17,4.1,5.4
03/24/2012,17.1,7.48,185,30.7,7.03,1.79,0.16,0.84,3.57,5.3
03/25/2012,16.8,7.36,181,30.3,7.19,1.59,0.14,1.1,3.54,5.3
03/26/2012,17.2,7.41,195,36.9,6.79,1.52,0.15,0.83,3.53,5.1
03/27/2012,17.1,7.47,189,31.8,7.32,1.68,0.14,0.84,3.43,5.1
03/28/2012,17.4,7.43,180,73.7,7.36,1.54,0.12,0.72,4.28,5.2
03/29/2012,17.7,7.57,197,26.9,6.84,1.82,0.13,0.62,4.1,5.4
03/30/2012,17.8,7.39,225,95.7,6.68,2,0.13,1.11,5.61,5.5
03/31/2012,17.9,7.4,234,25.8,6.29,1.2,0.13,0.87,5.82,5.4
04/01/2012,17.7,7.37,165,24.2,6.9,1.52,0.12,0.73,3.89,5.3
04/02/2012,18,7.45,193,28,6.74,1.38,0.12,0.43,4.87,5.4
04/03/2012,18.5,7.43,201,26.5,6.69,1.45,0.12,0.59,5.01,5.5
04/04/2012,18.8,7.53,194,24.8,7.07,1.44,0.11,0.35,3.73,5.7
04/05/2012,18.8,7.47,222,19.3,6.45,1.14,0.12,0.07,4.69,5.6
04/06/2012,18.5,7.52,209,25,6.37,1.45,0.12,0.41,5.47,5.3
04/07/2012,18.5,7.5,225,25.6,6.32,1.11,0.13,0.05,4.22,5.2
04/08/2012,18.7,7.51,236,24.2,6.26,1.26,0.12,0.39,3.52,5.1
04/09/2012,18.7,7.62,254,43.9,6.12,1.58,0.12,0.63,4.13,5.1
04/10/2012,20.3,7.88,417,57.9,5.58,1.45,0.13,0.63,6.19,5.2
04/11/2012,20.6,7.73,303,38.8,5.53,1.61,0.15,1.09,5.52,5.1
04/12/2012,21.1,7.69,299,47.2,4.94,1.51,0.18,1.23,7.18,5.1
04/13/2012,21,7.55,214,57.3,5.07,1.56,0.19,1.29,6.66,5
04/14/2012,21.2,7.52,211,34.4,4.94,1.53,0.24,0.54,5.97,5
04/15/2012,21.6,7.54,222,88.7,5.73,1.34,0.24,0.08,5,5
04/16/2012,22.3,7.58,262,256.2,6.61,1.6,0.24,0.38,5.48,5.3
04/17/2012,20.8,7.55,226,121.8,6.5,2.04,0.24,0.7,5.48,5.1
04/18/2012,19.9,7.51,186,109.4,6.75,1.39,0.23,0.51,4.43,5
04/19/2012,19.9,7.54,160,75.8,6.93,1.52,0.23,0.44,3.36,5.3
04/20/2012,19.9,7.45,166,88.1,6.48,1.83,0.24,0.54,2.61,4.9
04/21/2012,19.8,7.42,158,117.2,6.36,1.5,0.26,0.29,3.12,5
04/22/2012,20.3,7.46,157,118.9,6.05,1.89,0.22,0.3,1.97,5.1
04/23/2012,20.7,7.38,169,139.8,5.82,1.35,0.2,0.6,2.69,5.2
04/24/2012,21.1,7.42,178,141.6,5.63,1.07,0.18,0.74,2.13,4.9
04/25/2012,21.3,7.48,195,245.2,6.22,1.62,0.18,0.3,1.18,5.1
04/26/2012,21.1,7.42,179,224.4,6.72,2.01,0.27,0.82,1.9,5.1
04/27/2012,20.3,7.37,179,122.4,5.98,2.23,0.27,1.53,3.2,5.5
04/28/2012,20,7.47,160,123.7,6.75,2.31,0.29,0.94,2.73,5.4
04/29/2012,20.1,7.34,140,146.4,6.9,2.26,0.23,1.13,2.77,5.3
04/30/2012,21.5,7.4,124,145,6.39,2.05,0.17,0.22,2.48,5
05/01/2012,21.5,7.26,142,158.5,6.48,2.69,0.21,1.09,2.61,5
05/02/2012,22.2,7.34,135,244.4,7.38,3.37,0.33,0.82,2.78,5
05/03/2012,22.3,7.44,151,216.1,7.63,3.1,0.29,0.9,3.41,5.1
05/04/2012,22.7,7.54,191,200.2,8.03,3.19,0.32,0.34,2.87,5.4
05/05/2012,22.4,7.77,151,-,7.52,4.75,,1.03,2.08,5.1
05/06/2012,22.4,7.78,170,411.1,7.62,3.62,0.39,0.76,2.18,4.9
05/07/2012,22.4,7.69,165,204.1,7.35,2.74,0.22,0.4,2.56,4.8
05/08/2012,23,7.66,239,181.2,6.65,2.13,0.16,0.72,2.87,4.8
05/09/2012,23.4,7.62,237,166.8,6.53,2.1,0.16,0.4,3.06,4.8
05/10/2012,23.2,7.82,238,394.5,8,3.74,0.34,1.15,2.56,5.2
05/11/2012,21.9,7.66,140,368.9,7.68,3.03,0.34,0.75,2.14,5.6
05/12/2012,21.8,7.47,137,187.5,7.8,2.16,0.2,0.37,1.71,5
05/13/2012,21.9,7.53,125,139.8,8.09,1.98,0.16,0.07,2.01,4.8
05/14/2012,22.6,7.61,149,112.4,7.62,2.04,0.15,0.14,2.33,4.9
05/15/2012,22.9,7.54,181,116.1,6.87,1.98,0.13,0.52,2.52,4.8
05/16/2012,23,7.56,174,86.5,6.92,1.91,0.11,0.11,1.99,4.8
05/17/2012,23.2,7.64,154,82,7.05,2.27,0.15,0.29,1.19,4.9
05/18/2012,23.1,7.57,190,95.3,6.58,2.1,0.12,0.27,2.82,5
05/19/2012,22.9,7.61,175,97.5,6.56,2.37,0.16,0.3,3.07,5
05/20/2012,24.2,7.81,293,87.6,5.51,2.16,0.16,0.32,3.48,4.8
05/21/2012,24.2,7.77,286,80.1,5.5,1.77,0.12,0.22,3.26,4.8
05/22/2012,23.4,7.64,186,64,6.5,1.95,0.16,0.54,3.6,4.8
05/23/2012,24,7.51,215,60.3,5.58,1.48,0.12,0.49,3.73,4.8
05/24/2012,24.6,7.54,249,67.8,5.55,1.92,0.13,0.67,3.21,4.9
05/25/2012,24.5,7.74,203,70.7,5.94,2.02,0.16,0.26,2.11,4.9
05/26/2012,26.1,7.57,135,66.3,6.59,1.56,0.12,0.52,2.8,4.8
05/27/2012,24,7.68,242,82.9,7.02,3.12,0.31,1.36,2.84,4.8
05/28/2012,23.5,7.74,208,256.1,7.21,3.59,0.38,1.6,3.39,5.1
05/29/2012,23.3,7.59,169,99.2,6.58,2.25,0.23,1.01,2.98,4.9
05/30/2012,23.3,7.57,164,94.5,6.29,2.14,0.18,0.39,2.64,4.9
05/31/2012,23.6,7.72,151,88.7,6.61,2.07,0.17,0.21,2.62,4.7
06/01/2012,23.8,7.72,163,79.7,6.51,2.07,0.16,0.24,2.81,4.8
06/02/2012,23.5,7.67,185,85.1,6.17,2.1,0.17,0.47,3.09,4.8
06/03/2012,23.3,7.74,162,90.7,6.46,2.04,0.16,0.24,2.69,4.9
06/04/2012,23.4,7.56,159,101,6.4,2.27,0.16,0.8,2.86,4.9
06/05/2012,23.7,7.7,162,95,6.42,2.07,0.16,0.32,2.67,4.8
06/06/2012,23.6,7.59,168,103.4,6.14,2.11,0.17,0.89,2.86,4.8
06/07/2012,24.3,7.57,175,93.3,5.85,2.28,0.15,0.85,3.03,4.8
06/08/2012,25,7.62,170,63.3,6.12,2.33,0.14,0.42,3.02,4.9
06/09/2012,24.8,7.62,138,61.3,6.59,2.03,0.12,0.27,2.38,4.9
06/10/2012,24.9,7.58,183,112.4,6.22,2.36,0.18,0.75,2.25,5
06/11/2012,25.6,7.79,269,167.2,6.49,3.44,0.16,1.34,3.34,5.2
06/12/2012,24.5,7.92,183,383.7,7.49,3.9,0.31,1.27,2.01,5.3
06/13/2012,24.4,7.75,140,261.7,6.93,3.01,0.26,0.7,1.93,5
06/14/2012,24.8,7.73,131,128.1,6.54,2.29,0.18,0.53,1.77,4.8
06/15/2012,25.2,7.61,169,101.3,5.87,2.22,0.16,1.12,2.51,4.7
06/16/2012,25.1,7.73,156,105.4,6.29,2.09,0.16,0.54,1.87,4.8
06/17/2012,25.2,7.57,189,222.1,7.37,2.73,0.24,1.02,2.94,4.9
06/18/2012,23.7,7.62,128,299.3,7.64,2.71,,0.87,1.9,4.8
06/19/2012,24.1,7.6,159,148.3,6.79,2.29,0.18,1.06,2.84,4.8
06/20/2012,24.2,7.78,128,91.7,7.27,1.91,0.19,0.48,1.94,4.7
06/21/2012,24.4,7.8,147,83.9,7.35,2,0.18,0.42,2,4.7
06/22/2012,24.5,7.66,180,82.2,6.4,2.02,0.17,0.65,3,4.7
06/23/2012,24.4,7.8,204,138.9,7.33,2.27,0.17,0.88,2.75,4.8
06/24/2012,23.9,7.72,132,155.9,7.24,2.59,,0.43,1.98,4.8
06/25/2012,24.1,7.66,158,119.6,6.9,2.39,0.22,0.7,2.29,4.7
06/26/2012,24.3,7.71,162,109.2,6.39,2.34,0.22,0.48,2.53,4.7
06/27/2012,24.9,7.79,190,102.3,6.29,2.26,0.19,0.73,2.74,4.8
06/28/2012,25.7,7.82,193,71.5,6.14,2.16,0.18,0.65,2.98,4.8
06/29/2012,25.9,7.9,183,66.1,6.35,2,0.18,0.26,1.8,4.8
06/30/2012,25.8,7.89,171,69.3,6.57,2.08,0.18,0.18,1.89,4.8
07/01/2012,25.8,7.91,179,61.1,6.32,2.06,0.17,0.14,1.89,4.9
07/02/2012,26,7.9,181,64.3,6.03,2.03,0.18,0.18,1.88,4.8
07/03/2012,26.3,7.91,184,62.8,5.97,2.26,0.17,0.19,2.05,4.8
07/04/2012,26.8,7.87,191,67.4,5.73,1.86,0.16,0.16,2.06,4.8
07/05/2012,26.7,7.76,221,60.7,5.46,1.72,0.14,0.43,2.59,4.9
07/06/2012,26.4,7.89,198,45.1,5.91,2,0.16,0.19,2.28,4.9
07/07/2012,26.3,7.75,222,47.2,5.85,1.9,0.16,0.98,3.66,4.9
07/08/2012,27.4,7.91,233,49,5.57,2.25,0.18,0.34,3.12,5
07/09/2012,27.7,7.75,266,45.2,5.06,2.1,0.16,1.01,4.55,4.9
07/10/2012,27.8,7.87,230,38.6,5.2,2.27,0.18,0.45,3.38,5
07/11/2012,27.8,7.9,232,45.9,5.35,2.18,0.17,0.41,3.53,5
07/12/2012,27.9,7.77,251,56.1,5.27,2.15,0.15,0.61,4.26,5.1
07/13/2012,27.8,7.82,241,55.3,5.43,2.37,0.14,0.56,3.81,5.1
07/14/2012,28.3,7.98,253,37.7,5.67,2.53,0.16,0.26,3.78,5.7
07/15/2012,28.5,7.89,298,36.8,5.41,2.01,0.13,0.38,3.77,5.5
07/16/2012,28.2,7.71,268,34.4,5.34,2.13,0.15,0.26,4.03,5.3
07/17/2012,28,7.35,336,43.2,5.42,1.88,0.15,0.38,4.56,5.4
07/18/2012,27.4,7.42,347,50.5,5.19,1.8,0.17,1.19,5.49,5.4
07/19/2012,27.3,6.92,269,60.7,4.7,2,0.19,0.85,4.87,5.3
07/20/2012,27.4,6.59,241,59.6,4.94,2.31,0.21,0.51,4.3,5.1
07/21/2012,28.1,6.68,277,48.4,5.04,2.76,0.22,0.87,3.93,5.1
07/22/2012,28.2,6.7,288,40.4,4.77,2.12,0.21,1.41,3.69,5.3
07/23/2012,27.9,6.79,316,65.1,5.86,1.85,0.22,0.83,3.91,5.4
07/24/2012,26.6,6.6,249,82.6,5.74,2.21,0.26,1.66,4.16,5.2
07/25/2012,26.2,6.48,247,142.7,5.06,2.28,0.26,1.81,4.19,5.3
07/26/2012,26.1,6.59,206,87.5,5.72,2.74,0.23,0.94,4.18,5
07/27/2012,25.9,6.62,193,52.2,5.64,2.5,0.21,0.59,3.68,5.2
07/28/2012,26.2,6.63,175,56.5,5.91,2.21,0.19,0.77,3.6,5.3
07/29/2012,27,6.57,206,68.3,5.43,2.84,0.22,1.35,4.36,4.9
07/30/2012,27.6,6.55,245,78.1,5.72,2.51,0.23,0.8,3.94,5
07/31/2012,27.2,6.71,218,69.1,6.18,2.86,0.23,1.11,4.39,5.1
08/01/2012,26.5,6.51,197,56.3,5.51,2.32,0.19,0.65,3.93,5
08/02/2012,26.5,6.56,173,57.1,5.52,2.85,0.18,0.88,4.05,5.1
08/03/2012,26.3,6.46,171,57.4,5.85,2.6,0.18,0.72,3.55,4.9
08/04/2012,25,6.78,184,-,7.95,3.46,0.35,1.55,4.67,5.8
08/05/2012,24.9,6.67,152,338.1,7.35,2.79,0.26,1.06,4.07,5.2
08/06/2012,25.9,6.56,156,130.4,6.51,1.67,0.23,1.2,3.92,4.8
08/07/2012,26.3,6.37,165,91.5,6.02,1.44,0.19,1.37,3.21,4.8
08/08/2012,26.8,6.37,173,92.4,5.63,1.65,0.18,0.97,3.28,4.9
08/09/2012,26.9,6.43,155,92.4,5.73,1.78,0.18,0.39,2.57,4.9
08/10/2012,26.8,6.41,168,89.8,5.59,1.72,0.18,0.76,2.96,4.9
08/11/2012,26.6,6.41,183,74.9,5.42,1.71,0.18,0.88,3.27,4.9
08/12/2012,26.5,6.52,170,65.2,5.47,1.68,0.18,0.32,2.95,4.9
08/13/2012,26.8,6.39,182,68.4,5.28,2.07,0.19,0.78,3.26,4.9
08/14/2012,27,6.52,156,66.4,5.54,1.7,0.19,0.36,2.95,4.9
08/15/2012,27.4,6.32,181,54.3,5.04,1.75,0.17,1.22,3.94,4.9
08/16/2012,27.3,6.44,182,59.2,5.22,1.8,0.16,0.91,3.6,4.9
08/17/2012,27,6.56,180,82.3,5.53,1.83,0.21,0.4,3.17,4.9
08/18/2012,27.1,6.45,194,75.8,5.42,1.97,0.19,0.97,3.97,5
08/19/2012,27,6.53,157,56.7,5.7,1.92,0.17,0.46,2.29,5
08/20/2012,27.2,6.38,170,52.6,5.36,1.61,0.16,0.63,2.78,4.9
08/21/2012,27,6.51,135,56.9,6.11,1.69,0.16,0.23,1.76,4.9
08/22/2012,27.1,6.41,160,75.9,5.61,1.99,0.17,0.9,2.68,4.9
08/23/2012,27.3,6.41,159,51.1,5.54,1.97,0.16,0.79,2.72,4.9
08/24/2012,27.6,6.66,180,61.1,5.56,2.08,0.2,0.27,2.39,5
08/25/2012,27.2,6.52,220,68.2,5.01,2.05,0.2,1.39,3.66,5
08/26/2012,27,6.61,179,58.3,5.13,2.22,0.21,0.43,2.77,4.9
08/27/2012,27.3,6.47,199,53.1,4.85,2.12,0.19,0.99,3.43,5
08/28/2012,27.3,6.53,184,48.7,5.05,2.38,0.2,0.49,3.27,4.9
08/29/2012,27.9,6.67,242,44.7,4.5,2.23,0.23,0.7,3.62,4.9
08/30/2012,27.6,6.58,227,43.9,4.85,1.87,0.18,1.01,4.09,4.9
08/31/2012,27.7,6.66,272,50.8,4.62,1.91,0.19,0.78,4.5,5
09/01/2012,27.8,6.62,192,44.3,4.92,1.94,0.21,0.63,3.01,5
09/02/2012,27.6,6.47,201,38.7,4.61,1.66,0.17,0.77,3.98,5
09/03/2012,27.5,6.73,265,41.6,4.87,1.8,0.22,0.68,3.87,5.1
09/04/2012,26.7,6.71,224,45.5,4.97,1.97,0.22,0.71,3.21,4.9
09/05/2012,27,6.78,281,59,4.77,2.27,0.23,1.59,3.94,5
09/06/2012,27.3,6.68,261,50.1,4.69,2.15,0.22,1.32,2.83,5.3
09/07/2012,27.3,6.65,223,62.3,4.66,2.8,0.28,0.88,2.83,6.2
09/08/2012,27.2,6.59,262,78.4,4.66,2.71,0.26,1.28,3.07,6.5
09/09/2012,27.4,6.68,214,68.1,4.85,2.88,0.24,0.54,2.21,5.9
09/10/2012,27.1,6.52,229,67.3,4.57,2.4,0.19,1.06,2.69,6
09/11/2012,27.2,6.66,189,56.2,5.14,2.72,0.21,0.33,2.2,6
09/12/2012,27.3,6.54,212,57.1,4.53,2.96,0.19,0.78,2.73,5.8
09/13/2012,27.7,6.47,226,46.8,3.84,2.76,0.2,0.82,3.28,5.6
09/14/2012,27,6.57,207,47.9,4.3,3.11,0.2,0.45,2.84,5.4
09/15/2012,26,6.76,202,52.8,4.63,2.72,0.2,0.57,2.35,5.3
09/16/2012,25.6,6.56,225,47.4,4.71,1.98,0.17,0.77,3.31,5.2
09/17/2012,25.5,6.72,190,48.7,5.32,2.71,0.19,0.32,3.16,5.4
09/18/2012,25.4,6.51,215,49,4.89,2.71,0.18,1.12,3.2,5.5
09/19/2012,24.9,6.52,200,45.9,5.06,2.5,0.18,0.4,2.94,5.4
09/20/2012,24.6,6.3,206,25,5.03,1.95,0.17,0.81,3.16,5.3
09/21/2012,24.7,6.44,238,22.4,4.44,1.75,0.15,0.97,3.36,5.3
09/22/2012,25.2,6.51,244,38.2,4.02,2.12,0.15,0.7,4.19,5.3
