时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素
03/29/2012 23:00:00,17.20,7.45,143.00,25.40,7.37,1.72,0.13,0.70,4.05,5.30
03/30/2012 02:00:00,16.90,7.35,144.00,28.90,7.33,1.72,0.12,0.91,3.91,5.30
03/30/2012 05:00:00,16.90,7.27,149.00,428.10,6.74,1.53,0.11,0.94,4.39,5.20
03/30/2012 13:08:00,18.60,7.41,317.00,22.60,5.75,3.37,0.18,2.72,5.44,5.80
03/30/2012 16:08:00,18.90,7.58,358.00,26.20,6.05,3.87,0.12,0.89,6.36,6.00
03/30/2012 19:08:00,18.00,7.53,223.00,28.90,6.66,0.64,0.12,0.67,7.07,5.60
03/30/2012 22:08:00,17.50,7.22,161.00,39.20,7.53,0.88,0.12,0.55,6.47,5.30
03/31/2012 05:01:00,17.60,7.32,208.00,24.90,6.35,1.04,0.12,0.44,5.14,5.10
03/31/2012 08:01:00,17.60,7.32,208.00,21.70,6.09,0.75,0.12,0.40,6.20,5.20
03/31/2012 11:01:00,18.00,7.33,210.00,17.40,6.03,1.13,0.13,0.28,4.21,5.30
03/31/2012 14:01:00,18.50,7.48,316.00,26.60,5.76,1.96,0.16,2.51,7.40,5.70
03/31/2012 17:01:00,18.60,7.55,306.00,40.00,5.92,1.34,0.13,1.00,5.77,5.70
03/31/2012 20:01:00,17.80,7.47,216.00,28.50,6.80,0.88,0.12,0.76,6.37,5.60
03/31/2012 23:01:00,17.40,7.37,176.00,21.90,7.08,1.32,0.12,0.68,5.63,5.40
04/01/2012 02:01:00,17.30,7.32,170.00,27.10,6.37,1.68,0.13,0.84,4.81,5.30
04/01/2012 05:01:00,17.20,7.34,169.00,23.00,6.54,1.51,0.12,0.90,4.80,5.20
04/01/2012 08:01:00,17.30,7.34,170.00,18.40,6.43,1.15,0.12,0.74,3.03,5.20
04/01/2012 11:01:00,18.70,7.41,169.00,14.10,7.09,1.69,0.12,0.77,3.44,5.20
04/01/2012 14:01:00,18.30,7.41,189.00,26.10,7.04,1.75,0.12,0.97,4.74,5.50
04/01/2012 20:01:00,17.50,7.39,134.00,31.30,7.36,1.59,0.11,0.45,2.80,5.50
04/01/2012 23:01:00,17.50,7.38,155.00,29.20,7.45,1.30,0.12,0.46,3.64,5.50
04/02/2012 02:01:00,17.60,7.42,162.00,27.40,6.86,1.55,0.12,0.44,4.32,5.40
04/02/2012 05:01:00,17.50,7.43,162.00,21.40,7.04,1.36,0.11,0.60,3.44,5.20
04/02/2012 08:01:00,17.50,7.43,162.00,20.40,6.73,1.43,0.11,0.54,3.25,5.30
04/02/2012 11:01:00,18.00,7.47,189.00,25.60,7.11,1.66,0.14,0.62,4.84,5.40
04/02/2012 14:01:00,18.80,7.52,257.00,34.80,6.09,1.83,0.14,1.07,5.72,5.80
04/02/2012 17:01:00,18.90,7.54,251.00,38.40,6.30,1.18,0.11,0.12,5.82,5.70
04/02/2012 20:01:00,18.00,7.45,193.00,29.50,6.82,1.05,0.12,0.03,6.91,5.50
04/02/2012 23:01:00,17.70,7.36,173.00,26.30,7.00,0.98,0.11,0.03,4.68,5.30
04/03/2012 02:01:00,17.70,7.29,167.00,23.40,6.29,1.65,0.11,0.63,3.85,5.20
04/03/2012 05:01:00,17.70,7.27,166.00,22.50,6.57,1.42,0.11,0.99,4.91,5.10
04/03/2012 08:01:00,17.90,7.29,166.00,16.50,6.04,1.57,0.11,0.88,5.26,5.20
04/03/2012 11:01:00,18.80,7.38,235.00,31.00,6.54,1.73,0.13,1.42,5.72,5.40
04/03/2012 14:01:00,19.80,7.47,299.00,34.40,5.98,1.15,0.11,0.17,6.05,5.60
04/03/2012 17:01:00,19.10,7.61,218.00,34.50,7.27,1.19,0.12,0.09,5.26,6.10
04/03/2012 20:01:00,18.70,7.61,196.00,23.50,7.33,1.17,0.13,0.06,4.60,6.00
04/03/2012 23:01:00,18.20,7.55,162.00,26.40,7.50,1.71,0.12,0.49,4.42,5.60
04/04/2012 02:01:00,18.40,7.55,178.00,19.50,7.04,1.66,0.11,0.49,4.38,5.60
04/04/2012 05:01:00,18.30,7.53,178.00,16.50,7.02,1.44,0.11,0.62,4.42,5.60
04/04/2012 08:01:00,18.40,7.53,177.00,33.00,6.87,1.55,0.11,0.59,5.12,5.70
04/04/2012 11:01:00,18.90,7.54,169.00,29.00,7.41,1.27,0.11,0.06,4.29,5.70
04/04/2012 14:01:00,19.60,7.59,245.00,31.40,6.72,2.02,0.12,0.89,5.60,5.90
04/04/2012 17:01:00,19.40,7.57,225.00,31.00,6.96,1.15,0.11,0.07,5.94,6.00
04/04/2012 20:01:00,18.70,7.50,191.00,17.40,7.37,1.26,0.11,0.03,0.05,5.80
04/04/2012 23:01:00,18.60,7.43,186.00,20.30,7.15,1.13,0.12,0.03,0.05,5.50
04/05/2012 02:01:00,18.50,7.40,183.00,20.70,6.86,1.17,0.12,0.03,0.05,5.60
04/05/2012 05:01:00,18.50,7.38,184.00,14.70,6.72,0.91,0.12,0.14,0.05,5.40
04/05/2012 08:01:00,18.60,7.36,184.00,15.50,6.24,1.16,0.12,0.03,4.90,5.40
04/05/2012 11:01:00,19.10,7.41,228.00,18.80,6.72,1.25,0.13,0.03,6.42,5.60
04/05/2012 14:01:00,19.50,7.55,322.00,20.30,5.96,1.20,0.12,0.11,6.96,5.60
04/05/2012 17:01:00,19.20,7.62,271.00,27.70,6.22,1.21,0.13,0.10,6.40,5.80
04/05/2012 20:01:00,18.60,7.54,200.00,19.10,6.49,1.26,0.12,0.14,7.02,5.50
04/05/2012 23:01:00,18.50,7.51,206.00,17.80,6.40,0.95,0.13,0.03,5.71,5.40
04/06/2012 02:01:00,18.20,7.47,171.00,27.00,6.58,1.88,0.13,0.69,6.20,5.30
04/06/2012 05:01:00,18.10,7.45,160.00,23.70,6.42,1.57,0.12,0.75,4.97,5.30
04/06/2012 08:01:00,18.10,7.41,160.00,16.30,5.89,1.66,0.11,0.60,5.34,5.20
04/06/2012 11:01:00,18.90,7.54,228.00,27.60,6.37,1.85,0.13,1.08,7.28,5.20
04/06/2012 14:01:00,19.50,7.59,284.00,25.40,5.75,1.27,0.12,0.11,7.77,5.40
04/06/2012 17:01:00,19.00,7.67,259.00,40.80,6.32,1.21,0.12,0.03,3.67,5.40
04/06/2012 20:01:00,18.40,7.58,211.00,18.40,6.77,1.08,0.15,0.03,4.47,5.20
04/06/2012 23:01:00,18.10,7.46,201.00,20.70,6.86,1.08,0.13,0.03,4.03,5.10
04/07/2012 02:01:00,18.10,7.44,202.00,25.30,6.24,1.01,0.13,0.03,4.47,5.10
04/07/2012 05:01:00,18.00,7.43,199.00,19.90,6.01,0.95,0.12,0.09,3.94,5.10
04/07/2012 08:01:00,18.10,7.43,199.00,19.20,5.97,1.25,0.12,0.03,4.44,5.10
04/07/2012 11:01:00,18.70,7.45,240.00,24.70,6.62,1.12,0.13,0.12,3.14,5.20
04/07/2012 14:01:00,19.50,7.55,293.00,21.50,6.26,1.27,0.13,0.08,4.92,5.20
04/07/2012 17:01:00,19.10,7.60,263.00,22.80,6.12,1.21,0.13,0.03,3.89,5.20
04/07/2012 20:01:00,18.70,7.61,236.00,26.90,6.24,1.01,0.12,0.03,4.56,5.20
04/07/2012 23:01:00,18.10,7.51,168.00,44.30,7.06,1.09,0.13,0.03,4.42,5.10
04/08/2012 02:01:00,18.20,7.41,180.00,23.70,6.57,1.77,0.12,1.11,3.91,5.10
04/08/2012 05:01:00,18.20,7.40,181.00,20.90,6.76,1.07,0.12,0.21,3.52,5.00
04/08/2012 08:01:00,18.20,7.42,181.00,32.00,6.61,1.62,0.12,1.23,3.43,5.10
04/08/2012 11:01:00,18.80,7.47,254.00,18.10,6.06,1.14,0.12,0.12,4.27,5.10
04/08/2012 14:01:00,19.50,7.61,335.00,17.90,5.56,1.11,0.13,0.03,2.06,5.20
04/08/2012 17:01:00,19.30,7.67,298.00,31.70,5.86,1.08,0.13,0.03,4.30,5.10
04/08/2012 20:01:00,18.60,7.59,220.00,24.80,6.42,1.04,0.13,0.03,3.14,5.20
04/09/2012 04:27:00,18.20,7.48,198.00,32.00,6.07,2.35,0.13,0.79,2.33,5.00
04/09/2012 07:27:00,18.20,7.52,197.00,23.70,6.07,,,,,5.00
04/09/2012 10:27:00,18.60,7.59,243.00,29.60,6.12,,,,,5.10
04/09/2012 14:30:00,19.20,7.72,311.00,49.40,5.80,1.84,0.13,0.09,6.04,5.10
04/09/2012 17:30:00,18.60,7.67,245.00,52.90,6.68,1.23,0.12,2.11,3.92,5.00
04/09/2012 20:30:00,18.70,7.63,269.00,59.70,6.17,1.23,0.12,0.11,4.94,5.00
04/09/2012 23:30:00,19.10,7.72,313.00,59.80,5.92,1.27,0.11,0.03,3.39,5.10
04/10/2012 02:30:00,19.60,7.79,367.00,58.00,5.30,1.18,0.12,0.03,4.83,5.10
04/10/2012 05:30:00,19.80,7.87,396.00,52.60,5.12,1.13,0.12,0.16,6.47,5.20
04/10/2012 08:30:00,20.00,7.93,429.00,59.50,5.28,1.26,0.13,0.18,4.18,5.30
04/10/2012 11:30:00,20.50,7.78,451.00,68.20,5.95,1.32,0.13,0.29,7.41,5.10
04/10/2012 14:30:00,21.00,7.94,461.00,57.50,5.79,1.58,0.13,0.56,4.81,5.20
04/10/2012 17:30:00,20.70,7.94,446.00,56.20,5.66,1.63,0.13,0.95,7.90,5.20
04/10/2012 20:30:00,20.50,7.92,421.00,54.00,5.69,1.71,0.14,1.33,6.01,5.10
04/10/2012 23:30:00,20.10,7.90,363.00,57.20,5.86,1.77,0.14,1.56,7.92,5.20
04/11/2012 02:30:00,19.60,7.79,271.00,44.80,5.78,1.79,0.14,1.65,6.41,5.10
04/11/2012 05:30:00,19.60,7.70,268.00,34.20,5.84,1.53,0.15,1.68,8.07,5.10
04/11/2012 08:30:00,20.00,7.69,267.00,28.60,5.58,1.68,0.15,1.44,2.52,5.20
04/11/2012 11:30:00,20.80,7.67,271.00,36.00,5.44,1.61,0.15,0.96,8.59,5.10
04/11/2012 14:30:00,21.30,7.72,330.00,38.20,5.53,1.76,0.16,0.75,7.12,5.10
04/11/2012 17:30:00,21.50,7.77,356.00,46.60,5.33,1.81,0.16,0.62,0.05,5.10
04/11/2012 20:30:00,21.10,7.77,356.00,43.20,5.19,1.11,0.16,0.56,5.87,5.10
04/12/2012 04:51:00,20.50,7.63,257.00,33.60,5.64,0.81,0.16,0.79,6.81,5.00
04/12/2012 07:51:00,20.50,7.67,243.00,29.90,5.27,1.36,0.17,1.30,9.51,5.10
04/12/2012 10:51:00,20.80,7.63,256.00,35.60,5.10,1.66,0.18,1.29,6.53,5.00
04/12/2012 13:51:00,21.70,7.71,348.00,30.00,5.33,1.74,0.19,1.23,7.10,5.00
04/12/2012 17:00:00,21.60,7.71,344.00,46.90,4.40,1.72,0.18,1.19,6.35,5.10
04/12/2012 20:00:00,21.40,7.76,332.00,81.10,4.57,1.64,0.21,1.32,5.74,5.10
04/12/2012 23:00:00,21.20,7.74,314.00,73.30,4.29,1.64,0.18,1.52,8.22,5.20
04/13/2012 02:00:00,20.80,7.65,237.00,52.80,4.75,1.60,0.18,1.59,4.82,5.00
04/13/2012 05:00:00,20.70,7.60,228.00,48.00,4.93,1.31,0.18,1.65,6.81,5.00
04/13/2012 11:00:00,20.80,7.53,195.00,43.00,5.48,1.62,0.17,1.58,6.49,5.00
04/13/2012 14:00:00,21.80,7.36,254.00,60.20,5.11,1.93,0.20,1.14,7.44,5.00
04/13/2012 17:00:00,21.70,7.64,250.00,64.20,4.55,1.64,0.19,1.04,6.33,5.10
04/13/2012 20:00:00,21.00,7.55,177.00,76.20,5.19,1.09,0.20,1.01,7.68,5.00
04/13/2012 23:00:00,20.20,7.48,157.00,56.50,5.48,1.71,0.20,1.01,7.02,5.00
04/14/2012 02:00:00,20.00,7.38,156.00,41.00,5.64,1.58,0.19,0.91,7.13,4.90
04/14/2012 05:00:00,20.00,7.39,156.00,34.50,5.69,1.48,0.20,0.63,6.04,4.90
04/14/2012 08:00:00,20.10,7.34,156.00,29.60,5.07,1.57,0.20,0.40,7.76,4.90
04/14/2012 11:00:00,21.10,7.46,212.00,34.70,5.14,1.60,0.23,0.03,4.30,5.00
04/14/2012 14:00:00,22.10,7.61,245.00,37.50,5.01,1.57,0.21,0.03,3.94,5.10
04/14/2012 17:00:00,22.40,7.68,257.00,32.60,4.12,1.80,0.24,1.95,6.63,4.90
04/14/2012 20:00:00,22.20,7.67,266.00,32.20,4.12,1.08,0.26,0.23,5.01,5.20
04/14/2012 23:00:00,21.50,7.64,241.00,33.20,4.71,1.60,0.40,0.15,6.99,4.90
04/15/2012 02:00:00,21.50,7.40,225.00,23.70,5.86,1.48,0.19,0.14,4.70,4.90
04/15/2012 05:00:00,20.90,7.56,190.00,23.10,5.67,1.34,0.45,0.19,6.39,4.90
04/15/2012 08:00:00,20.90,7.52,187.00,20.70,5.30,1.45,0.24,0.17,5.90,4.90
04/15/2012 11:00:00,22.50,7.61,258.00,53.60,4.87,1.45,0.24,0.03,4.47,5.00
04/15/2012 14:00:00,22.80,7.66,288.00,37.30,4.97,1.55,0.20,0.03,4.80,5.00
04/15/2012 17:00:00,21.40,7.51,218.00,124.00,6.80,1.42,0.21,0.03,4.52,4.90
04/15/2012 20:00:00,21.60,7.53,216.00,,6.10,0.98,0.20,0.03,4.04,5.20
04/15/2012 23:00:00,21.30,7.51,195.00,338.20,6.24,1.02,0.20,0.03,5.21,5.30
04/16/2012 02:00:00,21.00,7.47,195.00,201.00,6.38,1.60,0.24,0.03,5.15,5.00
04/16/2012 05:00:00,21.90,7.53,244.00,270.80,6.06,1.45,0.23,0.03,6.28,5.10
04/16/2012 08:00:00,22.40,7.62,259.00,402.10,6.08,1.55,0.21,0.25,5.03,5.40
04/16/2012 11:00:00,23.00,7.69,310.00,477.00,6.59,1.52,0.24,0.30,5.74,5.60
04/16/2012 14:00:00,23.10,7.46,332.00,256.90,7.06,1.60,0.23,0.03,4.42,5.40
04/16/2012 17:00:00,21.90,7.61,242.00,162.30,7.03,1.88,0.22,0.03,4.31,5.30
04/16/2012 20:00:00,22.50,7.61,268.00,125.30,7.09,1.46,0.29,1.64,5.64,5.20
04/16/2012 23:00:00,22.30,7.64,243.00,153.90,6.62,1.71,0.24,0.72,7.26,5.30
04/17/2012 02:00:00,21.70,7.61,240.00,171.10,6.70,1.71,0.22,0.57,3.72,5.20
04/17/2012 05:00:00,21.10,7.57,260.00,127.80,6.54,1.45,0.24,0.68,7.49,5.10
04/17/2012 08:00:00,20.90,7.60,258.00,123.30,6.36,1.64,0.22,0.52,6.12,5.10
04/17/2012 11:00:00,20.80,7.60,223.00,100.30,6.32,1.60,0.25,0.70,3.94,5.20
04/17/2012 14:00:00,20.80,7.52,200.00,100.30,6.55,1.70,0.28,0.91,4.81,5.20
04/17/2012 17:10:00,20.20,7.49,190.00,82.90,6.69,5.09,0.23,0.85,4.37,5.10
04/17/2012 20:10:00,20.30,7.49,218.00,117.60,6.35,1.54,0.22,0.71,6.11,5.00
04/17/2012 23:10:00,20.30,7.51,219.00,150.90,6.48,1.56,0.24,0.67,7.26,5.00
04/18/2012 02:10:00,20.10,7.24,201.00,144.50,6.70,1.65,0.21,0.60,3.44,4.90
04/18/2012 05:10:00,20.00,7.48,200.00,130.70,6.42,1.36,0.22,0.68,3.51,5.00
04/18/2012 08:10:00,20.10,7.51,200.00,144.40,6.01,1.43,0.21,0.57,7.29,5.10
04/18/2012 11:10:00,20.10,7.56,192.00,137.60,7.19,1.22,0.20,0.43,4.31,5.00
04/18/2012 14:10:00,20.30,7.64,198.00,102.80,6.53,0.95,0.22,0.06,,5.00
04/18/2012 17:10:00,19.80,7.58,171.00,67.90,6.99,1.26,0.22,0.42,4.20,5.00
04/18/2012 20:10:00,19.60,7.57,165.00,73.90,7.13,1.29,0.26,0.51,3.91,4.90
04/18/2012 23:10:00,19.50,7.52,163.00,72.90,7.01,1.95,0.29,0.83,4.36,4.90
04/19/2012 02:00:00,19.90,7.64,165.00,78.30,7.12,1.86,0.27,0.75,4.12,5.40
04/19/2012 05:00:00,19.90,7.56,164.00,87.80,7.36,1.74,0.27,0.68,4.37,5.80
04/19/2012 07:10:00,,,,,,0.25,0.00,0.03,0.05,
04/19/2012 08:00:00,19.80,7.47,165.00,96.40,7.27,1.86,0.26,0.83,3.98,6.30
04/19/2012 11:00:00,,,,,,,,,,
04/19/2012 11:12:00,19.50,7.56,156.00,69.60,6.97,1.37,0.25,0.44,4.10,4.90
04/19/2012 14:00:00,19.90,7.54,156.00,78.20,6.77,1.39,0.24,0.03,3.90,5.00
04/19/2012 17:00:00,20.00,7.55,172.00,74.70,6.39,2.18,0.28,0.72,3.90,5.00
04/19/2012 20:00:00,19.90,7.49,147.00,67.80,6.88,1.01,0.23,0.03,3.41,5.00
04/19/2012 23:00:00,19.90,7.50,153.00,53.70,6.71,2.03,0.24,0.46,2.43,4.90
04/20/2012 02:00:00,20.10,7.51,157.00,73.90,6.62,1.97,0.25,0.61,2.25,4.90
04/20/2012 05:00:00,20.00,7.51,155.00,61.30,6.40,1.83,0.25,0.63,2.59,4.90
04/20/2012 08:00:00,19.90,7.50,159.00,77.30,6.40,2.02,0.26,0.67,1.85,4.90
04/20/2012 11:00:00,19.90,7.51,163.00,92.00,6.18,2.08,0.25,0.70,2.59,4.90
04/20/2012 14:00:00,19.80,7.50,161.00,90.90,6.57,1.55,0.24,0.03,3.02,5.00
04/20/2012 20:00:00,19.60,7.23,166.00,89.10,6.70,1.88,0.23,1.11,3.55,4.90
04/20/2012 23:00:00,19.70,7.39,202.00,132.10,6.52,1.49,0.21,0.03,2.44,4.90
04/21/2012 02:00:00,19.70,7.45,200.00,107.40,6.15,1.41,0.21,0.03,3.78,4.80
04/21/2012 05:00:00,19.50,7.42,169.00,158.80,6.40,1.14,0.21,0.03,3.08,4.90
04/21/2012 08:00:00,19.50,7.35,147.00,136.70,6.81,1.19,0.20,0.03,3.25,5.00
04/21/2012 11:00:00,19.70,7.39,159.00,92.50,6.39,1.18,0.21,0.03,3.47,5.10
04/21/2012 14:00:00,20.20,7.40,159.00,94.30,6.18,1.27,0.37,0.03,4.24,5.10
04/21/2012 17:00:00,20.30,7.48,174.00,101.40,5.76,2.34,0.41,0.68,1.97,5.10
04/21/2012 20:00:00,20.00,7.46,142.00,129.20,6.39,1.54,0.25,0.80,3.13,5.10
04/21/2012 23:00:00,19.80,7.39,116.00,117.40,6.83,1.93,0.23,0.74,2.02,5.10
04/22/2012 02:00:00,20.00,7.45,163.00,128.60,6.03,1.91,0.25,0.33,1.73,5.10
04/22/2012 05:00:00,19.90,7.51,164.00,116.40,6.12,1.77,0.25,0.37,1.76,5.00
04/22/2012 08:00:00,19.90,7.50,165.00,103.80,6.03,1.95,0.22,0.35,1.86,5.10
04/22/2012 11:00:00,20.00,7.45,136.00,108.90,6.32,1.89,0.22,0.29,1.93,5.20
04/22/2012 14:00:00,20.70,7.44,150.00,114.70,6.01,2.23,0.22,0.33,2.14,5.20
04/22/2012 17:00:00,20.50,7.39,137.00,118.60,6.34,2.17,0.21,0.32,1.38,5.20
04/22/2012 20:00:00,20.70,7.45,166.00,127.30,5.75,2.24,0.22,0.38,2.39,5.10
04/22/2012 23:00:00,20.80,7.48,174.00,132.70,5.81,0.98,0.17,0.03,2.56,5.10
04/23/2012 02:00:00,20.60,7.45,148.00,124.60,5.85,1.79,0.21,0.28,2.19,5.20
04/23/2012 05:00:00,20.50,7.39,126.00,125.90,6.28,1.51,0.25,0.30,1.66,5.10
04/23/2012 08:00:00,21.00,7.43,166.00,119.80,5.85,1.78,0.22,0.47,1.80,5.10
04/23/2012 11:00:00,21.00,7.39,166.00,167.70,5.71,1.48,0.23,0.85,2.92,5.20
04/23/2012 14:00:00,21.00,7.33,187.00,146.90,5.60,1.22,0.17,0.03,3.13,5.30
04/23/2012 17:00:00,20.80,7.32,210.00,138.50,5.51,0.91,0.17,0.03,3.27,5.20
04/23/2012 20:00:00,20.60,7.38,193.00,127.00,5.68,1.06,0.18,1.40,3.35,5.20
04/23/2012 23:00:00,20.50,7.34,155.00,168.40,6.12,1.05,0.17,1.46,3.25,5.20
04/24/2012 02:00:00,20.90,7.34,185.00,157.20,5.66,1.22,0.17,1.28,3.37,5.20
04/24/2012 05:00:00,21.10,7.45,208.00,131.80,5.46,1.03,0.18,1.34,2.49,4.90
04/24/2012 11:00:00,21.70,7.43,193.00,83.60,4.24,0.66,0.18,0.83,4.00,5.00
04/24/2012 14:00:00,20.90,7.26,144.00,115.70,6.77,1.01,0.17,0.66,2.03,4.70
04/24/2012 20:00:00,21.00,7.53,170.00,233.30,5.83,1.23,0.19,0.03,0.62,4.90
04/24/2012 23:00:00,21.10,7.51,166.00,127.90,5.86,1.25,0.17,0.31,0.24,4.80
04/25/2012 02:00:00,21.00,7.51,156.00,122.20,5.78,2.19,0.21,0.03,0.89,5.00
04/25/2012 05:00:00,21.30,7.53,177.00,119.80,5.72,1.41,0.18,0.33,0.65,4.90
04/25/2012 11:00:00,21.00,7.34,140.00,121.30,6.63,1.17,0.17,0.03,0.76,5.00
04/25/2012 17:00:00,21.40,7.51,240.00,328.40,6.36,1.73,0.19,0.03,0.16,5.20
04/25/2012 20:00:00,21.50,7.49,212.00,452.50,6.49,1.67,0.18,0.03,2.72,5.30
04/25/2012 23:00:00,21.80,7.51,247.00,326.80,6.37,1.52,0.18,1.36,1.92,5.10
04/26/2012 02:00:00,21.30,7.52,245.00,262.90,6.46,1.99,0.19,0.97,0.49,5.10
04/26/2012 05:00:00,20.90,7.29,199.00,224.40,6.79,1.50,0.19,,0.47,4.90
04/26/2012 11:00:00,24.20,7.13,187.00,291.90,7.61,1.12,0.19,0.20,0.53,5.50
04/26/2012 13:30:00,20.60,7.50,173.00,157.00,6.74,2.41,0.33,0.85,2.95,5.10
04/26/2012 15:00:00,20.50,7.50,163.00,180.50,6.81,1.64,0.31,0.92,3.35,5.20
04/26/2012 17:15:00,20.50,7.49,161.00,196.50,6.74,2.34,0.32,0.90,2.32,5.10
04/26/2012 20:00:00,20.60,7.48,160.00,349.70,6.40,2.65,0.32,1.03,2.63,5.10
04/26/2012 23:00:00,20.40,7.45,146.00,132.50,6.24,2.46,0.30,0.89,2.43,5.10
04/27/2012 03:45:00,20.20,7.36,156.00,131.10,5.78,2.18,0.27,1.11,2.86,5.10
04/27/2012 06:45:00,,,,,,,,,,
04/27/2012 09:45:00,20.50,7.31,185.00,65.10,5.43,1.44,0.20,1.71,3.31,5.40
04/27/2012 12:45:00,20.00,7.35,172.00,94.40,5.43,1.83,0.25,1.72,3.30,5.60
04/27/2012 15:45:00,20.00,7.33,163.00,109.60,6.12,2.38,0.23,1.50,2.96,5.50
04/27/2012 18:45:00,20.50,7.37,201.00,154.90,6.68,2.72,0.32,1.66,3.70,5.80
04/27/2012 21:45:00,20.50,7.46,196.00,179.30,6.47,2.85,0.36,1.49,3.10,5.60
04/28/2012 00:45:00,20.30,7.48,182.00,162.40,6.14,2.73,0.36,1.32,3.42,5.60
04/28/2012 03:45:00,19.90,7.45,161.00,128.70,7.14,2.38,0.31,1.02,2.29,5.50
04/28/2012 06:45:00,20.00,7.46,193.00,119.90,6.31,2.57,0.32,1.09,3.53,5.40
04/28/2012 09:45:00,19.90,7.47,173.00,120.50,6.31,1.90,0.28,0.96,2.76,5.30
04/28/2012 12:45:00,20.10,7.53,175.00,99.00,6.45,2.48,0.30,0.91,2.68,5.30
04/28/2012 15:45:00,19.90,7.49,121.00,101.90,7.11,2.24,0.26,0.59,2.15,5.30
04/28/2012 18:45:00,20.00,7.46,129.00,119.20,7.44,1.87,0.24,0.59,2.66,5.30
04/28/2012 21:45:00,20.00,7.44,146.00,138.10,7.14,2.30,0.22,1.05,2.39,5.20
04/29/2012 00:45:00,19.90,7.32,156.00,136.10,6.71,2.28,0.22,1.48,2.84,5.20
04/29/2012 03:45:00,19.90,7.28,169.00,131.50,6.87,2.09,0.24,1.82,3.42,5.10
04/29/2012 06:45:00,19.80,7.29,152.00,108.30,6.75,2.41,0.22,1.50,3.10,5.20
04/29/2012 09:45:00,19.80,7.32,132.00,136.70,6.92,2.38,0.21,1.02,2.10,5.30
04/29/2012 12:45:00,20.10,7.36,124.00,157.70,6.91,2.34,0.24,0.83,2.55,5.30
04/29/2012 15:45:00,20.50,7.37,120.00,175.20,7.11,2.45,0.22,0.68,2.87,5.40
04/29/2012 18:45:00,20.50,7.41,124.00,179.10,7.02,1.86,0.23,0.60,2.55,5.40
04/29/2012 21:45:00,,,,,,,,,,
04/30/2012 07:01:00,,,,,,,,,,
04/30/2012 10:01:00,21.40,7.38,117.00,97.10,5.91,1.96,0.15,0.03,3.08,5.20
04/30/2012 13:01:00,21.00,7.40,125.00,209.40,7.09,3.09,0.28,0.49,2.31,5.00
04/30/2012 16:01:00,21.20,7.40,130.00,181.90,7.16,3.02,0.27,0.52,3.12,5.00
04/30/2012 19:01:00,,,,,,0.25,0.00,0.03,0.05,
04/30/2012 22:01:00,22.50,7.42,124.00,91.60,5.43,1.94,0.15,0.03,3.83,4.90
05/01/2012 01:01:00,21.30,7.46,125.00,160.80,7.36,2.65,0.22,0.31,2.30,4.90
05/01/2012 04:01:00,21.10,7.42,127.00,157.30,7.20,2.28,0.22,0.44,1.65,4.90
05/01/2012 07:01:00,20.90,7.36,141.00,151.30,6.66,2.57,0.21,0.90,2.17,4.90
05/01/2012 10:01:00,21.30,7.27,168.00,164.70,6.11,2.72,0.23,1.82,4.16,4.90
05/01/2012 13:01:00,21.70,7.16,169.00,158.60,5.69,2.78,0.22,2.01,2.63,4.90
05/01/2012 16:01:00,21.80,7.10,131.00,171.50,6.24,2.82,0.19,1.40,0.96,5.10
05/01/2012 19:01:00,22.00,7.12,136.00,152.80,6.31,2.95,0.20,,2.88,5.10
05/01/2012 22:01:00,22.00,7.21,138.00,151.10,6.30,2.78,0.20,0.75,4.09,5.00
05/02/2012 01:01:00,21.90,7.30,123.00,143.50,6.61,2.69,0.19,0.48,3.08,5.00
05/02/2012 04:10:00,21.90,7.36,124.00,84.90,7.14,2.20,0.22,0.54,2.24,4.80
05/02/2012 07:10:00,21.20,7.42,94.00,329.10,8.26,3.09,0.29,0.37,0.48,5.00
05/02/2012 10:10:00,21.80,7.37,122.00,441.70,7.45,4.13,0.47,0.75,3.32,5.10
05/02/2012 13:10:00,21.80,7.28,102.00,335.90,8.08,4.05,0.40,0.83,3.56,5.30
05/02/2012 16:10:00,22.40,7.25,149.00,253.60,6.59,3.70,0.35,1.29,2.38,5.20
05/02/2012 19:10:00,23.10,7.33,195.00,235.40,7.55,3.80,0.40,1.48,4.62,5.10
05/02/2012 22:10:00,23.20,7.39,171.00,131.00,7.34,3.30,0.31,0.85,2.57,4.90
05/03/2012 01:10:00,22.60,7.43,153.00,125.20,7.29,2.95,0.27,0.58,3.50,4.90
05/03/2012 04:10:00,22.00,7.47,139.00,101.70,7.83,2.57,0.24,0.38,2.98,4.90
05/03/2012 07:10:00,22.00,7.50,142.00,118.70,8.13,2.72,0.23,0.37,2.54,5.00
05/03/2012 10:10:00,22.20,7.51,150.00,128.10,7.66,2.89,0.25,0.39,3.35,5.10
05/03/2012 17:33:00,22.50,7.41,136.00,377.10,7.47,3.36,0.43,0.67,3.21,5.30
05/03/2012 20:24:00,,,,,,,,1.83,,
05/03/2012 23:00:00,22.50,7.29,183.00,445.70,7.37,4.12,,2.12,4.87,5.20
05/04/2012 05:00:00,,,,,,,,,,
05/04/2012 08:00:00,22.00,7.44,146.00,200.20,7.97,3.19,0.32,0.65,2.57,5.10
05/04/2012 11:00:00,23.30,7.65,237.00,,8.08,3.19,,0.03,3.17,5.80
