时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,氰化物
07/25/2011 20:00:00,27.5,7.81,458,148.2,4.04,3.78,0.34,4.66,7.67,0
07/25/2011 23:00:00,27.3,7.83,453,115.3,3.75,3.94,0.43,5.33,8.51,0
07/26/2011 02:00:00,27.2,7.82,344,103.1,3.47,3.37,0.36,2.87,5.87,0
07/26/2011 05:00:00,27.1,7.78,291,98.6,3.27,3.13,0.35,1.26,5.87,0
07/26/2011 08:00:00,27,7.77,277,87.9,3,3.13,0.33,0.78,5.87,0
07/26/2011 11:00:00,28,7.96,261,97.1,4.81,3.33,0.32,0.36,3.15,0
07/26/2011 14:00:00,28.8,7.95,245,114.4,5.21,3.36,0.32,0.42,2.72,0
07/26/2011 17:00:00,28.8,7.96,254,101.9,5.09,3.15,0.33,0.24,2.23,0
07/26/2011 20:00:00,28.1,7.94,258,77,4.93,2.86,0.31,0.25,2.71,0
07/26/2011 23:00:00,27.6,7.94,257,76.7,5.09,2.92,0.31,0.25,1.27,0
07/27/2011 02:00:00,27.6,7.95,266,64.6,4.9,2.87,0.31,0.33,2.52,0
07/27/2011 05:00:00,27.4,7.94,268,58.5,4.93,2.54,0.29,0.25,2.52,0
07/27/2011 08:00:00,27.8,7.97,286,68.9,4.98,2.66,0.29,0.19,1.75,0
07/27/2011 11:00:00,29.3,8,266,61.3,5.27,2.56,0.28,0.09,3.2,0
07/27/2011 14:00:00,29.9,8.01,272,61,5.41,2.24,0.29,0.22,2.11,0
07/27/2011 17:00:00,29.7,8.02,282,62.2,5.4,2.51,0.29,0.17,2.11,0
07/27/2011 20:00:00,29,7.96,321,65,5.29,2.76,0.3,0.84,3.5,0
07/27/2011 23:00:00,28.5,7.96,573,57.5,4.92,3.34,0.29,5.64,9.05,0
07/28/2011 02:00:00,28.1,8,582,61.9,4.22,3.52,0.32,7.14,10.11,0
07/28/2011 05:00:00,27.7,7.97,448,55.2,4.3,3.13,0.29,5.41,7.36,0
07/28/2011 08:00:00,28.2,7.92,373,61.3,4.2,2.91,0.29,2.91,3.72,0
07/28/2011 11:00:00,29.4,7.91,341,59.3,4.36,2.66,0.34,1.38,4.48,0
07/28/2011 14:00:00,30.2,7.89,305,63.8,4.52,2.66,0.31,0.71,4.17,0
07/28/2011 17:00:00,30,7.89,303,62.3,4.24,2.55,0.31,0.49,3.35,0
07/28/2011 20:00:00,29.2,7.92,297,60.5,4.32,2.69,0.3,0.39,4.09,0
07/28/2011 23:00:00,28.9,7.94,292,54.6,4.22,2.49,0.3,0.28,3.9,0
07/29/2011 02:00:00,28.6,7.94,299,54.3,4.1,2.42,0.3,0.29,2.76,0
07/29/2011 05:00:00,28.2,7.94,274,59.1,4.39,2.45,0.28,0.27,2.7,0
07/29/2011 08:00:00,28.5,7.95,287,51.2,4.13,2.53,0.29,0.17,2.53,0
07/29/2011 11:00:00,29.4,7.99,295,46.7,4.63,2.24,0.27,0.29,0.99,0
07/29/2011 14:00:00,29.7,8.02,279,40.5,4.83,2.41,0.34,0.25,1.26,0
07/29/2011 17:00:00,28.9,8,302,37.4,4.75,2.38,0.28,0.22,0.95,0
07/29/2011 20:00:00,28.5,8,314,44.5,4.6,2.36,0.28,0.34,3.89,0
07/29/2011 23:00:00,28.2,8,528,71.3,4.28,4.77,0.43,4.76,8.9,0
07/30/2011 02:00:00,27.8,8.05,679,56.6,4.17,3.93,0.3,9.04,11.23,0
07/30/2011 05:00:00,27.5,8.07,596,43.8,4.15,3.76,0.3,8.53,11.09,0
07/30/2011 08:00:00,27.6,8.04,434,58.4,4.14,3.19,0.29,5.02,8.69,0
07/30/2011 11:00:00,29,7.98,350,46.4,4.06,3.51,0.32,2.06,6.07,0
07/30/2011 14:00:00,29.9,7.96,321,83,4.27,3.24,0.31,1.04,4.74,0
07/30/2011 17:00:00,28.8,7.94,321,226.7,3.66,3.05,0.31,0.67,4.02,0
07/30/2011 20:00:00,28.4,7.94,315,65.6,4.04,2.9,0.32,0.39,4.01,0
07/30/2011 23:00:00,28.1,7.93,315,45.7,3.67,2.67,0.3,0.36,4.24,0
07/31/2011 02:00:00,27.9,7.95,319,52.3,3.83,2.78,0.34,0.37,3.71,0
07/31/2011 05:00:00,27.7,7.94,313,50.2,3.91,2.65,0.31,0.28,3.8,0
07/31/2011 08:00:00,27.8,7.93,314,59.7,3.78,2.69,0.31,0.09,3.16,0
07/31/2011 11:00:00,29.1,7.97,307,46.3,4.21,3.12,0.3,0.03,2.26,0
07/31/2011 14:00:00,30.3,7.98,302,49.7,4.2,3.48,0.32,0.12,3.46,0
07/31/2011 17:00:00,29,7.97,306,43.6,4.26,2.79,0.31,0.2,3.73,0
07/31/2011 20:00:00,28.3,8,315,43.9,4.05,2.49,0.3,0.74,3.76,0
07/31/2011 23:00:00,28.1,7.95,451,48,3.63,3.04,0.29,3.54,7.17,0
08/01/2011 02:00:00,27.8,8.01,648,53.7,3.45,3.8,0.31,8.46,10.76,0
08/01/2011 05:00:00,27.9,8.02,518,56.7,3.71,3.46,0.31,7.23,10.15,0
08/01/2011 08:00:00,27.6,7.94,383,65.8,3.37,2.97,0.3,3.92,7.82,0
08/01/2011 11:00:00,28.2,7.94,337,54.1,4.51,2.88,0.3,1.65,3.5,0
08/01/2011 14:00:00,29.2,7.96,305,55.9,4.64,2.88,0.3,1.65,3.58,
08/01/2011 17:00:00,29,7.93,299,52.4,4.45,3.36,0.33,0.8,3.43,0
08/01/2011 20:00:00,28.2,7.91,390,74.4,4.24,3.14,0.33,2.14,4.33,0
08/01/2011 23:00:00,27.8,7.98,490,81,4.16,3.51,0.33,4.85,5.58,0
08/02/2011 02:00:00,27.4,8.01,476,81.9,4.4,3.42,0.34,5.75,9.05,0
08/02/2011 05:00:00,27.5,7.97,411,61.3,4.06,3.6,0.44,3.79,8.33,0
08/02/2011 08:00:00,27.9,7.94,357,51.3,4,3.18,0.39,2.12,6.68,0
08/02/2011 11:00:00,29.4,7.95,328,57.5,4.05,3.51,0.35,0.9,4.39,0
08/02/2011 14:00:00,30.1,7.96,304,45.4,4.29,3.24,0.34,0.42,2.76,0
08/02/2011 17:00:00,28.8,7.93,306,54.8,3.98,2.87,0.33,0.41,3.38,0
08/02/2011 20:00:00,28.4,7.95,309,47.3,3.96,2.84,0.39,0.28,4.09,0
08/02/2011 23:00:00,28,8.01,311,60.7,5.19,3.49,0.47,0.48,4.42,0
08/03/2011 02:00:00,28.2,8.03,334,57.9,4.76,3.04,0.41,0.48,3.72,0
08/03/2011 05:00:00,27.6,8.06,320,304,4.48,3.25,0.47,0.38,3.86,0
08/03/2011 08:00:00,27,8.03,290,564,4.38,4.41,0.5,0.48,3.95,0
08/03/2011 11:00:00,28.1,7.99,283,351.3,3.91,4.46,0.5,0.42,3.83,0
08/03/2011 14:00:00,28.9,7.98,267,239.7,4.12,4.25,0.44,0.31,3.36,0
08/03/2011 17:00:00,27.3,7.9,326,186,3.77,3.69,0.38,0.31,4.83,0
08/03/2011 20:00:00,27.2,7.96,505,119,3.3,4.06,0.38,5.09,8.51,0
08/03/2011 23:00:00,26.9,8,554,94.1,2.96,4.43,0.41,7.44,9.96,0
08/04/2011 02:00:00,26.9,8,446,105.3,3.58,4.06,0.42,5.9,9.38,0
08/04/2011 05:00:00,27.2,7.93,348,94.3,3.1,3.44,0.4,2.78,6.76,0
08/04/2011 08:00:00,27.4,7.91,322,84.7,3.07,3.17,0.34,1.15,5.11,0
08/04/2011 11:00:00,28.7,7.92,300,74.2,2.93,3.44,0.33,0.48,4.25,0
08/04/2011 14:00:00,28.3,8.01,284,83.3,4.75,3.54,0.34,0.43,3.38,0
08/04/2011 17:00:00,28.4,8.04,285,109.4,4.52,3.28,0.37,0.3,3.64,0
08/04/2011 20:00:00,27.5,8.01,294,99.9,4.4,3.42,0.43,0.47,3.5,0
08/04/2011 23:00:00,27.1,7.98,276,96.9,4.39,3.45,0.45,0.39,3.67,0
08/05/2011 02:00:00,27.2,8.06,280,226.9,5.5,3.58,0.52,0.56,4.05,0
08/05/2011 05:00:00,27.4,8.07,300,186,5.69,3.32,0.53,0.3,4.25,0
08/05/2011 08:00:00,27.4,8.04,295,142.3,5.15,3.32,0.46,0.29,4.21,0
08/05/2011 11:00:00,28.5,8.05,283,153.7,4.86,3.56,0.39,0.36,3.83,0
08/05/2011 14:00:00,29.4,8.04,286,157.5,4.54,3.73,0.39,0.41,3.4,0
08/05/2011 17:00:00,28.4,8.02,388,167.1,4.4,3.77,0.39,2.59,5.94,0
08/05/2011 20:00:00,28.1,8.06,510,145.3,4.25,4.08,0.4,5.25,8.39,0
08/05/2011 23:00:00,27.6,8.05,477,213.6,4.12,4.12,0.42,5.68,8.29,0
08/06/2011 02:00:00,27.5,8,386,152.4,4.14,4.26,0.49,4.13,7.8,0
08/06/2011 05:00:00,27.2,7.96,338,98.5,4.4,3.49,0.4,2.68,6.22,0
08/06/2011 08:00:00,27.8,7.93,329,85,4.02,3.42,0.37,1.49,3.78,0
08/06/2011 11:00:00,29.4,7.96,335,69.3,3.99,3.57,0.4,0.94,4.71,0
08/06/2011 14:00:00,29.2,7.93,315,75.2,4.18,3.53,0.36,0.75,3.91,0
08/06/2011 17:00:00,28.4,7.9,312,69.1,3.98,3.28,0.35,0.59,3.67,0
08/06/2011 20:00:00,27.9,7.9,302,69.4,4.05,3.05,0.34,0.53,4.1,0
08/06/2011 23:00:00,27.7,7.91,302,161.6,4.63,3.45,0.39,0.71,1.34,0
08/07/2011 02:00:00,27.7,7.91,325,197.6,4.41,3.74,0.43,0.79,3.89,0
08/07/2011 05:00:00,27.7,7.94,332,126.8,4.5,3.69,0.42,0.7,4.37,0
08/07/2011 08:00:00,27.7,7.93,322,134.6,3.9,3.47,0.41,0.49,4.64,0
08/07/2011 11:00:00,28.7,7.93,312,145.9,3.81,3.87,0.42,0.44,4.27,0
08/07/2011 14:00:00,29,7.93,298,149.1,3.7,3.96,0.42,0.4,4.07,0
08/07/2011 17:00:00,28.8,7.97,298,138.5,4.22,3.72,0.44,0.45,3.28,0
08/07/2011 20:00:00,28,8,433,121,4.23,3.86,0.39,3.24,6.36,0
08/07/2011 23:00:00,27.8,8.03,568,111.2,3.99,4.35,0.4,6.41,9.92,0
08/08/2011 02:00:00,27.7,8.06,522,90.4,4.01,4.16,0.43,6.05,10.05,0
08/08/2011 05:00:00,27.7,8.02,437,85,4.06,3.92,0.4,4.96,7.73,0
08/08/2011 08:00:00,28,7.97,370,78.2,3.99,3.53,0.39,2.8,6.04,0
08/08/2011 11:00:00,29.6,7.96,331,74.8,3.95,3.75,0.39,1.44,5.24,0
08/08/2011 14:00:00,29.6,7.95,307,80.2,4.23,3.75,0.39,1.44,5.24,0
08/08/2011 17:00:00,28.9,7.92,307,74.9,4.14,3.08,0.34,0.53,3.18,0
08/08/2011 20:00:00,28.5,7.93,331,73.8,4.06,3.96,0.37,0.7,4.84,0
08/08/2011 23:00:00,28.1,7.98,496,114.8,3.9,3.76,0.38,3.6,7.46,0
08/09/2011 02:00:00,27.9,8.01,562,119.3,3.94,3.99,0.4,5.74,8.85,0
08/09/2011 05:00:00,27.2,8,520,81.7,3.3,3.99,0.4,5.74,8.85,0
08/09/2011 08:00:00,27.9,7.96,401,100.9,3.8,4.66,0.42,3.12,7.18,0
08/09/2011 11:00:00,27.9,7.92,334,85.7,4.07,3.73,0.42,1.63,6.11,0
08/09/2011 14:00:00,27.7,7.9,320,84.8,3.92,3.52,0.39,0.78,4.76,0
08/09/2011 17:00:00,27.9,7.9,317,73.2,3.94,3.33,0.38,0.49,4.05,0
08/09/2011 20:00:00,27.4,7.9,312,72.5,4.17,3.19,0.37,0.3,4.5,0
08/09/2011 23:00:00,27,7.91,314,91.3,4.06,3.22,0.37,0.34,4.59,0
08/10/2011 02:00:00,26.8,7.92,330,91.6,3.98,3.37,0.4,0.44,4.95,0
08/10/2011 05:00:00,26.6,7.91,331,86,3.42,3.24,0.35,0.08,4.56,0
08/10/2011 08:00:00,26.7,7.92,330,77.4,3.74,3.45,0.4,0.38,4.4,0
08/10/2011 11:00:00,27.3,7.92,321,60.9,3.8,3.55,0.38,0.32,3.96,0
08/10/2011 14:00:00,27.1,7.92,314,67,4.02,3.79,0.38,0.33,3.93,0
08/10/2011 17:00:00,27.5,7.9,309,63.7,3.85,3.79,0.39,0.31,3.93,0
08/10/2011 20:00:00,26.9,7.92,432,79.5,3.77,3.72,0.42,2.29,6.78,0
08/10/2011 23:00:00,26.7,8.01,667,88.8,3.6,3.72,0.42,8.02,10,0
08/11/2011 02:00:00,26.6,8.02,513,86.5,3.59,4.07,0.44,6.94,9.91,0
08/11/2011 05:00:00,25.7,7.97,486,109.1,2.06,4.07,0.44,6.94,9.91,0
08/11/2011 08:00:00,26.8,7.94,348,111.4,3.34,4.44,0.46,2.11,7.36,0
08/11/2011 11:00:00,27.8,8.01,348,79.6,4.12,4.07,0.43,1.51,5.78,0
08/11/2011 14:00:00,28.4,8.01,316,90.8,4.29,3.78,0.41,0.98,4.7,0
08/11/2011 17:00:00,28.4,7.99,306,58.3,4.18,3.55,0.41,0.85,4.51,0
08/11/2011 20:00:00,27.4,7.93,296,84.6,4.1,3.12,0.41,0.72,4.97,0
08/11/2011 23:00:00,27.1,7.96,302,63.4,4.04,3.12,0.41,0.72,4.97,0
08/12/2011 02:00:00,27,7.94,300,69.1,4.29,3.12,0.52,,4.97,0.02
08/12/2011 05:00:00,26.8,7.97,305,72,3.32,3.12,0.52,,4.97,0.02
08/12/2011 08:00:00,27.9,7.96,325,69.8,3.85,4.31,0.41,0.4,4.33,0
08/12/2011 11:00:00,29,7.99,325,51.9,4.32,3.73,0.41,0.38,5.41,0
08/12/2011 14:00:00,30.5,7.99,317,81.6,4.74,2.33,0.33,0.2,4.46,
08/12/2011 17:00:00,29.1,7.97,357,67.4,4.39,4.29,0.4,1.05,5.86,0
08/12/2011 20:00:00,29.2,7.93,429,153.1,4.24,4.29,0.36,0.23,5.7,
08/12/2011 23:00:00,27.6,8.03,639,83.3,4.18,4.29,0.36,0.23,5.7,
08/13/2011 02:00:00,27.3,8.01,583,64.9,4.07,4.29,0.36,0.23,5.7,
08/13/2011 08:09:00,27.6,7.76,386,207.2,4.38,6.37,0.47,3.65,10.06,0
08/13/2011 11:00:00,31.2,7.9,347,79.8,3.87,3.62,0.5,1.96,8.97,0
08/13/2011 14:00:00,34.3,7.85,326,86.5,3.51,4.8,0.53,0.23,9.56,
08/13/2011 17:00:00,29.5,7.91,327,51.3,4.35,3.91,0.42,0.52,5.22,0
08/13/2011 20:00:00,28.7,7.93,334,61.7,4.47,3.13,0.38,0.34,4.72,0
08/13/2011 23:00:00,28.7,7.96,333,65.3,3.67,2.51,0.34,0.03,4.05,
08/14/2011 02:00:00,27.9,7.95,333,59.4,4.14,3.24,0.39,0.31,3.89,0
08/14/2011 05:00:00,28,7.96,336,61.3,4.17,3.49,0.4,0.29,4.98,0
08/14/2011 08:00:00,28.3,7.95,332,49.5,3.74,3.07,0.34,0.03,3.45,0
08/14/2011 11:00:00,30.6,8.02,330,47.6,4.27,3.07,0.34,0.03,3.45,0
08/14/2011 14:00:00,30.1,7.67,332,48.1,4.89,3.25,0.31,0.26,3.67,0
08/14/2011 17:00:00,29.8,7.89,333,45.5,4.68,2.89,0.3,0.31,3.87,0
08/14/2011 20:00:00,28.9,7.98,335,48.7,4.1,3.1,0.38,0.32,3.94,0
08/14/2011 21:19:00,30.6,8.02,330,47.6,4.27,3.25,0.31,0.26,3.45,0
08/14/2011 23:00:00,28.5,7.95,365,52.1,3.8,,,,,
08/15/2011 07:42:00,28.5,7.98,626,51.7,3.63,2.95,0.4,5.44,8.59,0
08/15/2011 10:00:00,29.5,8.01,570,113.4,3.59,3.01,0.38,5.53,10.2,0
08/15/2011 13:00:00,30.5,7.96,465,50.4,3.65,2.89,0.39,3.72,8.28,0
08/15/2011 16:00:00,30.5,7.91,387,46.7,3.55,2.98,0.4,2.04,6.4,0
08/15/2011 19:00:00,29.7,7.91,379,41.2,3.55,2.98,0.36,,6.4,0
08/15/2011 23:13:00,28.9,7.89,372,53.3,3.2,,0.38,9.1,,0
08/16/2011 02:13:00,28.6,7.93,514,54.4,2.94,3.07,0.41,2.93,5.18,0
08/16/2011 05:13:00,28.3,7.99,653,44.4,3.09,2.83,0.38,6.55,9.57,0
08/16/2011 08:13:00,28.8,8.07,587,51.8,3.5,2.98,0.38,5.12,8.48,0
08/16/2011 11:13:00,30.6,8.08,533,35,3.26,3.07,0.36,4.61,5.58,0
08/16/2011 14:00:00,31,8.02,420,50.6,3.87,3.55,0.36,3.2,5.6,0
08/16/2011 17:00:00,30.8,7.98,382,36.4,3.9,3.32,0.36,2.06,3.95,0
08/16/2011 20:00:00,29.7,7.97,362,49.1,4.02,3.02,0.37,1.31,3.75,0
08/16/2011 23:00:00,29.2,7.99,367,39.7,3.99,2.87,0.36,0.39,5.27,0
08/17/2011 02:00:00,28.8,7.99,362,39.1,3.56,2.7,0.36,0.74,5.66,0
08/17/2011 05:00:00,28.5,7.99,357,46,3.83,2.76,0.37,1.1,4.9,0
08/17/2011 08:00:00,28.7,7.99,349,44.7,3.85,2.85,0.38,0.47,4.58,0
08/17/2011 11:00:00,30.6,8.02,349,43.5,4.07,3.03,0.37,0.03,3.64,0
08/17/2011 14:00:00,31.3,8.04,341,34.9,4.35,2.97,0.37,0.53,3.97,0
08/17/2011 17:00:00,30.9,8.04,335,32.1,4.56,2.78,0.4,0.03,4.75,0
08/17/2011 20:00:00,30,8.06,333,47.6,4.59,2.85,0.4,9.05,3.76,0
08/17/2011 23:00:00,29.5,8.06,346,49.4,4.19,3.74,0.41,9.91,4.22,0
08/18/2011 02:00:00,29,8.04,412,56.8,3.74,2.84,0.4,2.09,5.45,0
08/18/2011 05:00:00,28.6,8.06,571,55.9,3.7,3.56,0.4,4.47,8.91,0
08/18/2011 08:00:00,29,8.09,686,34,3.63,3.66,0.36,7.78,11.23,0
08/18/2011 11:00:00,30.9,8.1,659,47.6,3.55,3.95,0.43,9.35,11.28,0
08/18/2011 14:00:00,31.6,8.08,547,38.1,3.85,3.69,0.37,7.07,10.8,0
08/18/2011 17:00:00,31.1,8.03,470,30.6,3.76,3.28,0.39,4.59,9.09,0
08/18/2011 20:00:00,30.2,8.01,433,33.9,3.5,3.03,0.36,3.46,7.85,0
08/18/2011 23:00:00,29.6,8.01,392,30.9,3.33,3.14,0.39,1.54,6.71,0
08/19/2011 02:00:00,29.2,8.01,389,33.5,2.98,2.63,0.36,1.69,5.94,0
08/19/2011 05:00:00,28.9,8.02,380,33.6,3.08,2.63,0.35,2.3,5.75,0
08/19/2011 08:00:00,29,8,362,30.9,3.05,2.64,0.34,1.38,4.94,0
08/19/2011 11:00:00,30.3,8.05,367,26.2,4.15,2.73,0.39,1.5,5.02,0
08/19/2011 14:00:00,31.2,8.07,360,32.1,4.28,2.65,0.34,1.13,4.84,0
08/19/2011 17:00:00,29.8,8.07,343,34.3,4.8,2.75,0.36,1.37,4.39,0
08/19/2011 20:00:00,28.3,8.07,344,41.7,4.71,2.51,0.37,0.94,4.01,0
08/19/2011 23:00:00,27.9,8.06,343,43.9,4.46,2.63,0.38,0.03,4.5,0
08/20/2011 02:00:00,27.4,8.04,473,41,3.88,2.74,0.43,2.35,6.93,0
08/20/2011 05:00:00,27.2,8.11,779,51.6,4.23,3.81,0.38,8.08,11.28,0
08/20/2011 20:00:00,25.9,7.79,469,47.8,7.7,2.68,0.31,4.56,7.75,0
08/20/2011 23:00:00,26.8,7.68,472,45.6,6.67,2.58,0.29,3.57,6.67,0
08/21/2011 02:00:00,26.5,7.63,479,48.8,5.98,3.12,0.28,2.86,5.5,0
08/21/2011 05:00:00,26.2,7.56,475,51.5,6.16,2.94,0.34,2.09,5.28,0
08/21/2011 08:00:00,26.2,7.34,470,46.4,5.68,2.79,0.32,1.45,4.57,0
08/21/2011 11:00:00,26.5,7.24,464,45.9,5.62,2.68,0.27,1.87,4.98,0
08/21/2011 14:00:00,26.6,7.18,460,43.6,5.6,2.59,0.28,1.36,4.39,0
08/21/2011 17:00:00,26.6,7.32,473,46.3,5.62,2.78,0.29,0.98,4.05,0
08/21/2011 20:00:00,26.5,7.44,486,47.4,5.78,2.95,0.29,0.84,3.68,0
08/21/2011 23:00:00,28.3,7.89,405,57.7,4.34,3.27,0.47,0.84,4.54,0
08/22/2011 02:00:00,27.6,8.06,402,54.1,4.82,3.65,0.43,1.75,6,0
08/22/2011 05:00:00,27.3,8.04,478,75.2,4.95,2.48,0.35,1.7,5.48,0
08/22/2011 08:00:00,27,7.5,470,48.4,5.51,2.53,0.35,1.23,4.68,0
08/22/2011 11:00:00,29.9,8.14,797,48.2,4.02,4.04,0.4,9.44,11.76,0
08/22/2011 14:00:00,29,8.14,674,36.3,3.95,,,,,
08/22/2011 17:00:00,28.5,8.1,543,45.8,4.25,3.41,0.39,5.78,10.24,0
08/22/2011 20:00:00,28.2,8.07,484,59.7,4.24,3.09,0.41,4.8,8.98,0
08/22/2011 23:00:00,28,8.08,483,56.1,4.36,3.06,0.37,4,7.89,0
08/23/2011 02:00:00,27.6,8.1,482,65,4.96,3.12,0.4,4.43,7.95,0
08/23/2011 05:00:00,27.7,8.13,711,56.7,4.16,3.84,,7.67,,0
08/23/2011 08:00:00,28,8.15,605,56.9,3.78,3.64,0.38,6.96,10.78,0
08/23/2011 11:00:00,29.4,8.13,501,51.7,3.48,3.61,0.38,3.68,8.82,0
08/23/2011 14:00:00,28.9,8.09,425,73.6,3.87,3.48,0.37,2.56,8.82,0
08/23/2011 17:00:00,29.1,8.04,384,71,3.61,3.44,0.37,3.04,6.22,0
08/23/2011 20:00:00,28.6,8.03,383,64.7,3.74,3.55,0.39,1.66,5.9,0
08/23/2011 23:00:00,27.9,8.02,356,77.1,4.01,3.43,0.39,2.05,4.91,0
08/24/2011 02:00:00,27.8,8.02,358,105.6,4.45,3.74,0.55,1.9,5.88,0
08/24/2011 05:00:00,27.5,8.04,380,112.2,4.35,3.69,0.61,2.59,5.79,0
08/24/2011 08:00:00,27.5,8.03,349,165.9,4.98,4.22,0.61,1.56,5.79,0
08/24/2011 11:00:00,28.8,8.02,386,106.7,4.37,3.88,0.52,1.05,6.03,0
08/24/2011 14:00:00,29,7.99,371,104.1,3.81,3.79,0.46,1.28,5.78,0
08/24/2011 17:00:00,27.9,8,451,105.6,3.54,3.94,0.46,2.49,7.87,0
08/24/2011 20:00:00,27.3,8.03,561,129.7,2.81,5.09,0.44,5.25,9.35,0
08/24/2011 23:00:00,27.4,8.05,572,127.5,3.67,4.71,0.51,7.3,10.74,0
08/25/2011 02:00:00,27.8,8.02,383,187.9,4.74,4.28,0.58,3.79,6.47,0
08/25/2011 05:00:00,27,7.95,311,301.9,3.93,4.66,0.62,3.9,6.1,0
08/25/2011 08:00:00,26.4,7.9,287,419,3.87,5.47,0.71,1.37,5.51,0
08/25/2011 11:00:00,27.2,8.02,293,486,4.77,5.13,0.68,1.37,5.52,0
08/25/2011 14:00:00,27.4,8.05,296,402,4.91,4.78,0.61,1.13,5.12,0
08/25/2011 17:00:00,27.2,8.02,295,306.3,4.67,4.11,0.55,1.14,5.27,0
08/25/2011 20:00:00,26.9,8.01,315,637,4.37,3.65,0.51,1.8,5.4,0
08/25/2011 23:00:00,26.7,7.99,307,206.9,4.3,3.47,0.47,2.12,5.29,0
08/26/2011 02:00:00,26.8,8.01,325,176.6,5.16,3.36,0.46,2.66,5.38,0
08/26/2011 05:00:00,27.3,8.07,347,175.2,6.17,3.52,0.51,1.28,5.89,0
08/26/2011 08:00:00,26.7,8.05,306,324.9,5.97,3.78,0.59,0.25,5.44,0
08/26/2011 11:00:00,27.4,8.01,350,562,5.56,3.78,0.59,1.36,5.44,0
08/26/2011 14:00:00,28.1,8.02,481,530,5.13,6.19,0.7,5.07,8.65,0
08/26/2011 17:00:00,28.5,8.11,477,542.2,5.58,5.78,0.64,5.33,8.36,0
08/26/2011 19:00:00,27.9,7.89,498,407,5.89,4.92,0.63,5.43,9.02,0
08/26/2011 21:00:00,27.3,8,341,288.5,4.91,4.68,0.59,4,7.4,0
08/26/2011 23:00:00,27.4,7.95,307,248.5,4.67,4.27,0.56,1.69,4.4,0
08/27/2011 01:00:00,27.4,7.94,301,205.7,4.53,3.92,0.52,1.1,4.93,0
08/27/2011 03:00:00,27.3,7.92,297,154.2,4.39,3.63,0.48,0.94,4.6,0
08/27/2011 05:00:00,27.3,7.9,298,138.5,4.32,3.25,0.41,0.83,5.11,0
08/27/2011 07:00:00,27.4,7.94,304,129.7,4.23,2.89,0.37,0.64,5.5,0
08/27/2011 09:00:00,28.1,7.94,314,112.7,4.13,2.95,0.36,0.51,4.65,0
08/27/2011 11:00:00,29,7.94,321,121.3,3.89,2.72,0.34,0.55,5.37,0
08/27/2011 13:00:00,29.6,7.96,332,101.5,3.91,2.93,0.36,0.51,4.79,0
08/27/2011 15:00:00,29.7,7.95,331,101.9,3.97,2.93,0.35,0.53,5.35,0
08/27/2011 17:00:00,29.2,7.95,324,99.8,3.94,3.04,0.36,0.53,4.96,0
08/27/2011 19:00:00,28.8,7.96,328,81.1,3.94,2.77,0.35,0.48,4.68,0
08/27/2011 21:00:00,28.4,7.96,324,85.6,3.9,2.55,0.33,0.46,5.29,0
08/27/2011 23:00:00,28.1,7.97,318,76.4,4.01,,,,,0
08/28/2011 01:00:00,28,7.96,323,78.3,4.01,4.43,0.32,0.41,5.06,0
08/28/2011 03:00:00,28,7.96,328,77.2,3.79,,,,,0
08/28/2011 05:00:00,27.9,7.95,320,91.8,3.74,1.78,0.34,0.21,5.31,0
08/28/2011 07:00:00,28,7.94,326,85.3,3.7,2.23,0.33,0.3,4.94,0
08/28/2011 09:00:00,28.5,7.96,330,95.3,3.63,1.94,0.32,0.23,5.36,0
08/28/2011 11:00:00,28.8,7.99,341,87.1,3.57,1.81,0.32,0.2,5.48,0
08/28/2011 13:00:00,29.5,8,357,80.8,3.24,,,,,
08/28/2011 15:00:00,29.5,8.02,361,78.5,3.41,1.87,0.32,0.15,5.36,0
08/28/2011 17:00:00,29,7.99,363,69.5,3.45,,,0.29,,0
08/28/2011 21:00:00,28.6,7.99,360,78.4,,2.02,0.32,0.39,5.19,0
08/28/2011 23:00:00,28.3,8.03,409,85.3,5.44,2.06,0.33,0.87,5.57,0
08/29/2011 01:00:00,28.1,8.08,573,72.2,5.36,4.53,0.34,4.32,7.7,0
08/29/2011 03:00:00,28,8.13,740,63.8,5.32,2.1,0.31,6.08,9.96,0
08/29/2011 05:00:00,28.1,8.16,808,55.8,5.35,,,,,
08/29/2011 07:00:00,28.2,8.19,731,57.6,5.4,3.25,0.35,13.06,12.38,0
08/29/2011 09:00:00,28.2,8.14,614,64.5,5.39,3.02,0.34,18.13,22.52,0
08/29/2011 11:00:00,28.1,8.12,554,79.1,5.39,2.96,0.35,9.11,15.22,0
08/29/2011 13:00:00,27.9,8.09,457,81.8,5.28,,,,,0
08/29/2011 15:00:00,27.5,8.05,402,69.3,5.1,2.54,0.35,4.32,8.42,
08/29/2011 17:00:00,27,8.02,378,95.5,4.9,2.34,0.35,3.33,7.57,0
08/29/2011 19:00:00,26.7,8.02,373,64.4,4.76,2.07,0.34,2.75,,0
08/29/2011 21:00:00,26.4,8,350,93,4.64,2.68,0.35,1.7,8.74,0
08/29/2011 23:00:00,26.1,7.99,370,98.2,4.52,2.75,0.37,1.76,4.67,0
08/30/2011 01:00:00,25.9,8.05,618,90.4,4.45,,,,,0
08/30/2011 03:00:00,25.8,8.1,665,92.2,4.37,3.46,0.37,8.85,15.88,0
08/30/2011 05:00:00,25.6,8.09,568,88.9,4.29,3.33,0.39,8.78,11.06,0
