时间,水温,pH,电导率,浊度,溶解氧,高锰酸盐指数,总磷,氨氮,总氮,叶绿素,藻青蛋白
07/08/2009 19:15:00,26.20,6.71,121.00,80.10,6.32,2.60,0.10,0.03,2.07,2.20,546.00
07/08/2009 20:51:00,26.20,6.72,118.00,76.70,6.38,2.00,0.09,0.03,2.33,2.20,541.00
07/08/2009 22:27:00,26.20,6.72,116.00,76.10,6.43,1.70,0.08,0.03,2.28,2.10,600.00
07/09/2009 00:03:00,26.30,6.73,116.00,73.60,6.47,2.00,0.09,0.03,1.94,2.00,551.00
07/09/2009 01:39:00,26.50,6.74,117.00,70.90,6.47,1.90,0.09,0.03,2.24,1.90,620.00
07/09/2009 03:15:00,26.80,6.75,121.00,68.00,6.44,1.60,0.08,0.03,1.89,2.00,534.00
07/09/2009 04:51:00,27.10,6.75,126.00,64.90,6.36,2.00,0.07,0.03,2.11,3.40,399.00
07/09/2009 06:27:00,27.40,6.74,133.00,64.60,6.24,1.40,0.09,0.03,2.42,6.40,477.00
07/09/2009 08:03:00,27.70,6.74,138.00,62.40,6.11,0.25,0.09,0.03,2.68,3.20,512.00
07/09/2009 09:39:00,28.00,6.73,140.00,57.70,6.01,0.50,0.09,0.03,2.62,3.40,425.00
07/09/2009 11:15:00,28.50,6.72,142.00,52.90,5.95,0.60,0.09,0.03,2.69,3.30,382.00
07/09/2009 12:51:00,28.80,6.71,144.00,56.10,5.93,0.60,0.09,0.03,2.63,2.60,411.00
07/09/2009 14:27:00,28.30,6.69,144.00,58.70,5.85,0.80,0.09,0.03,3.21,3.20,473.00
07/09/2009 16:03:00,27.70,6.68,144.00,61.60,5.74,0.80,0.09,0.03,3.07,2.30,488.00
07/09/2009 17:39:00,27.40,6.67,141.00,61.60,5.74,0.90,0.09,0.03,3.21,2.30,472.00
07/09/2009 19:15:00,27.20,6.66,138.00,62.60,5.77,0.80,0.09,0.03,3.16,2.30,547.00
07/09/2009 20:51:00,26.80,6.66,136.00,64.70,5.80,1.00,0.08,0.03,2.79,2.30,482.00
07/09/2009 22:27:00,26.60,6.65,133.00,67.00,5.80,1.00,0.08,0.03,3.09,2.30,522.00
07/10/2009 00:03:00,26.70,6.65,131.00,66.20,5.81,1.40,0.10,0.03,2.95,2.20,546.00
07/10/2009 01:39:00,26.90,6.65,131.00,62.00,5.82,1.00,0.09,0.03,3.20,2.50,482.00
07/10/2009 03:15:00,27.30,6.64,138.00,55.40,5.82,0.80,0.09,0.03,2.89,2.50,409.00
07/10/2009 04:51:00,27.80,6.63,148.00,51.10,5.72,0.80,0.08,0.03,3.00,2.80,375.00
07/10/2009 06:27:00,28.00,6.63,150.00,50.10,5.66,0.70,0.09,0.03,2.91,6.50,448.00
07/10/2009 08:03:00,28.20,6.64,147.00,46.80,5.65,1.00,0.07,0.03,3.17,4.10,387.00
07/10/2009 09:39:00,28.80,6.65,146.00,41.50,5.65,1.00,0.08,0.03,2.98,3.90,412.00
07/10/2009 11:15:00,29.30,6.67,142.00,40.80,5.72,10.00,0.07,0.03,3.21,4.20,343.00
07/10/2009 12:51:00,29.10,6.66,140.00,42.70,5.72,8.20,0.08,0.03,2.99,4.10,396.00
07/10/2009 14:27:00,,,,,,,,,,,
07/10/2009 16:03:00,28.20,6.63,136.00,42.60,5.66,3.10,0.07,0.03,2.81,2.50,365.00
07/10/2009 17:39:00,27.70,6.71,128.00,29.60,4.26,2.30,0.07,0.03,2.67,2.50,420.00
07/10/2009 19:15:00,27.40,6.65,127.00,50.60,6.96,3.70,0.07,0.03,2.51,2.50,437.00
07/10/2009 20:51:00,27.10,6.64,124.00,50.40,6.97,5.70,0.08,0.03,2.61,2.30,441.00
07/10/2009 22:27:00,26.90,6.65,122.00,50.30,7.10,6.00,0.08,0.03,2.34,2.30,442.00
07/11/2009 00:03:00,26.80,6.65,120.00,51.40,7.31,4.30,0.07,0.03,2.42,2.30,414.00
07/11/2009 06:36:00,26.90,6.62,120.00,50.50,7.33,5.20,0.08,0.03,2.27,9.70,509.00
07/11/2009 08:12:00,27.20,6.63,124.00,46.00,7.45,3.00,0.07,0.03,2.50,7.70,512.00
07/11/2009 09:48:00,27.90,6.64,129.00,42.00,7.48,6.40,0.07,0.03,2.62,6.20,483.00
07/11/2009 11:24:00,29.10,6.66,133.00,36.30,7.61,8.90,0.07,0.03,3.00,4.10,370.00
07/11/2009 13:00:00,29.00,6.66,139.00,37.60,7.57,5.30,0.07,0.03,3.25,5.60,435.00
07/11/2009 14:36:00,29.20,6.67,141.00,35.10,7.63,1.00,0.07,0.03,3.70,4.40,523.00
07/11/2009 16:12:00,28.50,6.63,144.00,38.80,7.28,2.30,0.07,0.03,3.22,3.60,558.00
07/11/2009 17:48:00,28.30,6.62,143.00,43.20,7.04,1.90,0.08,0.03,3.15,2.80,406.00
07/11/2009 19:24:00,28.10,6.62,142.00,43.20,6.97,2.20,0.07,0.03,3.12,2.50,326.00
07/11/2009 21:00:00,27.80,6.62,136.00,46.90,6.97,1.20,0.07,0.03,2.68,2.50,461.00
07/11/2009 22:36:00,27.50,6.62,132.00,47.80,7.07,1.20,0.07,0.03,2.82,2.40,420.00
07/12/2009 00:12:00,27.40,6.62,130.00,47.90,7.12,3.40,0.07,0.03,2.68,2.60,426.00
07/12/2009 01:48:00,27.50,6.63,128.00,45.50,7.38,2.80,0.07,0.03,2.88,2.90,482.00
07/12/2009 03:24:00,27.40,6.62,126.00,47.70,7.54,2.70,0.06,0.03,2.57,3.50,527.00
07/12/2009 05:00:00,27.30,6.61,123.00,46.00,7.50,2.70,0.06,0.03,2.21,6.00,676.00
07/12/2009 06:36:00,27.30,6.62,119.00,45.20,7.55,2.30,0.06,0.03,2.47,8.80,541.00
07/12/2009 08:12:00,27.40,6.64,117.00,43.70,7.60,1.70,0.06,0.03,2.48,5.30,427.00
07/12/2009 09:48:00,28.00,6.67,116.00,38.10,7.74,3.50,0.06,0.03,2.26,5.40,450.00
07/12/2009 11:24:00,29.10,6.69,116.00,33.30,7.90,1.40,0.06,0.03,2.43,4.20,433.00
07/12/2009 13:00:00,29.90,6.74,117.00,31.40,8.49,3.30,0.06,0.03,2.09,5.00,623.00
07/12/2009 14:36:00,29.90,6.77,117.00,31.00,8.60,2.80,0.06,0.03,2.09,4.80,422.00
07/12/2009 16:12:00,29.40,6.77,118.00,31.70,8.51,4.40,0.06,0.03,2.19,3.90,390.00
07/12/2009 17:48:00,28.50,6.71,117.00,33.60,7.90,1.30,0.06,0.03,1.83,3.30,399.00
07/12/2009 19:24:00,28.10,6.68,118.00,37.50,7.52,2.10,0.06,0.03,1.93,2.80,374.00
07/12/2009 21:00:00,27.90,6.68,121.00,39.40,7.38,1.60,0.06,0.03,2.08,2.70,417.00
07/12/2009 22:36:00,27.60,6.68,125.00,38.70,7.34,3.40,0.06,0.03,2.02,2.60,330.00
07/13/2009 00:12:00,27.70,6.70,127.00,34.00,7.56,3.50,0.05,0.03,1.88,2.90,355.00
07/13/2009 01:48:00,27.80,6.72,128.00,33.30,7.69,2.10,0.06,0.03,1.82,3.20,407.00
07/13/2009 03:24:00,27.70,6.72,129.00,34.60,7.66,1.30,0.06,0.03,2.07,3.40,436.00
07/13/2009 05:00:00,27.50,6.73,128.00,36.20,7.57,2.20,0.06,0.03,2.30,5.70,585.00
07/13/2009 06:36:00,27.40,6.74,127.00,37.30,7.56,2.10,0.05,0.03,2.26,7.20,739.00
07/13/2009 08:12:00,27.60,6.76,126.00,36.00,7.57,2.70,0.06,0.03,2.20,5.70,655.00
07/13/2009 09:48:00,27.90,6.79,126.00,35.30,7.60,2.70,0.07,0.03,2.25,5.10,577.00
07/13/2009 11:24:00,28.40,6.82,130.00,33.10,7.69,1.80,0.06,0.03,1.96,5.30,658.00
07/13/2009 13:00:00,28.60,6.83,133.00,33.30,7.73,1.80,0.06,0.03,1.80,4.70,636.00
07/13/2009 14:36:00,,,,,,,,,,,
07/13/2009 16:12:00,,,,,,,,,,,
07/13/2009 17:48:00,28.80,6.84,138.00,35.50,7.62,4.00,0.07,0.03,2.11,3.50,423.00
07/13/2009 19:24:00,28.70,6.83,139.00,34.20,7.55,4.00,0.06,0.03,1.82,3.40,376.00
07/13/2009 21:00:00,28.60,6.83,139.00,37.20,7.52,2.50,0.06,0.03,1.95,3.10,364.00
07/13/2009 22:36:00,28.30,6.82,141.00,41.90,7.45,2.20,0.06,0.03,2.52,2.80,345.00
07/14/2009 00:12:00,28.10,6.81,144.00,51.50,7.39,1.70,0.06,0.03,2.43,3.10,406.00
07/14/2009 01:48:00,27.90,6.80,145.00,59.90,7.35,2.40,0.06,0.03,2.50,3.50,518.00
07/14/2009 03:24:00,27.80,6.81,146.00,64.30,7.34,2.40,0.07,0.03,2.67,3.90,603.00
07/14/2009 05:00:00,27.90,6.81,151.00,57.60,7.29,2.50,0.07,0.03,2.76,6.20,643.00
07/14/2009 06:36:00,28.00,6.81,158.00,47.50,7.21,2.50,0.07,0.03,3.25,6.80,644.00
07/14/2009 08:12:00,28.20,6.81,164.00,39.30,7.17,3.50,0.07,0.03,2.82,6.00,640.00
07/14/2009 09:48:00,28.40,6.80,168.00,34.90,7.16,0.90,0.07,0.03,2.79,5.40,706.00
07/14/2009 11:24:00,28.50,6.80,169.00,33.70,7.10,2.90,0.07,0.03,3.50,4.50,595.00
07/14/2009 13:00:00,28.60,6.80,170.00,31.70,7.06,2.50,0.07,0.03,3.50,4.10,551.00
07/14/2009 14:36:00,,,,,,,,,,,
07/14/2009 16:12:00,28.60,6.77,167.00,31.10,6.93,2.20,0.07,0.03,3.49,3.80,382.00
07/14/2009 17:48:00,28.40,6.74,165.00,34.10,6.79,1.40,0.06,0.03,3.50,3.10,427.00
07/14/2009 19:24:00,28.20,6.74,161.00,36.50,6.68,1.70,0.06,0.03,3.58,2.80,367.00
07/14/2009 21:00:00,27.90,6.75,158.00,45.20,6.75,2.00,0.07,0.03,2.88,2.90,455.00
07/14/2009 22:36:00,27.50,6.79,154.00,64.60,7.76,3.30,0.08,0.03,2.96,3.00,537.00
07/15/2009 00:12:00,27.40,6.84,152.00,72.10,8.31,3.30,0.08,0.03,2.87,2.80,590.00
07/15/2009 01:48:00,27.30,6.85,150.00,168.20,8.20,3.10,0.12,0.03,2.92,4.30,1338.00
07/15/2009 03:24:00,27.10,6.81,146.00,254.90,8.06,4.20,0.20,0.03,2.92,4.80,1762.00
07/15/2009 05:00:00,27.10,6.79,147.00,228.90,8.04,4.70,0.24,0.03,3.34,6.70,1655.00
07/15/2009 06:36:00,27.00,6.79,150.00,169.10,7.50,4.70,0.20,0.03,3.56,6.70,1532.00
07/15/2009 08:12:00,27.10,6.78,152.00,116.40,7.38,3.40,0.15,0.03,2.90,4.80,1101.00
07/15/2009 09:48:00,27.20,6.77,155.00,94.90,7.38,3.80,0.12,0.03,3.34,4.60,901.00
07/15/2009 11:24:00,27.50,6.78,156.00,79.00,7.34,3.80,0.11,0.03,3.53,4.30,876.00
07/15/2009 13:00:00,27.30,6.78,158.00,81.70,6.91,2.60,0.11,0.03,3.70,4.20,776.00
07/15/2009 14:36:00,27.30,6.80,159.00,77.20,6.84,2.60,0.10,0.03,3.70,3.60,770.00
07/15/2009 16:12:00,27.20,6.80,160.00,80.30,6.84,3.60,0.10,0.03,3.19,3.40,734.00
07/15/2009 17:48:00,27.00,6.80,158.00,81.90,6.77,2.00,0.11,0.03,3.31,3.20,668.00
07/15/2009 19:24:00,26.90,6.79,153.00,84.70,6.76,3.00,0.10,0.03,3.07,3.30,817.00
07/15/2009 21:00:00,26.90,6.77,146.00,92.20,6.78,2.90,0.11,0.03,3.25,3.50,869.00
07/15/2009 22:36:00,26.90,6.75,145.00,99.80,6.72,3.40,0.12,0.03,2.96,3.70,889.00
07/16/2009 00:12:00,27.00,6.75,146.00,98.20,6.68,2.50,0.12,0.03,2.43,3.60,873.00
07/16/2009 01:48:00,27.00,6.74,148.00,102.50,6.61,3.50,0.12,0.03,3.00,3.40,994.00
07/16/2009 03:24:00,27.10,6.73,151.00,107.90,6.52,3.50,0.13,0.03,2.76,3.80,1056.00
07/16/2009 05:00:00,27.20,6.72,156.00,108.80,6.34,3.80,0.13,0.03,3.39,4.20,1091.00
07/16/2009 06:36:00,27.30,6.70,162.00,106.70,6.17,4.20,0.13,0.03,3.89,4.40,1137.00
07/16/2009 08:12:00,27.30,6.69,162.00,102.40,6.10,3.10,0.14,0.03,3.92,4.40,1034.00
07/16/2009 09:48:00,27.50,6.69,161.00,93.70,6.08,3.20,0.12,0.03,4.16,4.00,881.00
07/16/2009 11:24:00,28.10,6.70,161.00,83.50,6.10,3.20,0.12,0.03,3.57,4.30,984.00
07/16/2009 14:36:00,28.00,6.71,157.00,76.30,6.52,2.80,0.10,0.03,3.45,3.90,988.00
07/16/2009 16:12:00,27.50,6.70,160.00,82.10,6.47,3.40,0.10,0.03,3.82,3.20,947.00
07/16/2009 18:00:00,27.20,6.70,168.00,76.40,6.39,2.20,0.09,0.03,3.32,3.10,844.00
07/16/2009 21:00:00,27.30,6.69,179.00,65.50,6.29,3.70,0.09,0.03,4.04,3.00,821.00
07/17/2009 00:00:00,27.40,6.67,180.00,60.00,6.25,3.00,0.09,0.03,3.59,3.00,778.00
07/17/2009 03:00:00,27.80,6.66,185.00,52.70,6.01,3.40,0.10,0.03,4.28,3.20,715.00
07/17/2009 06:00:00,28.30,6.63,183.00,48.30,5.91,1.20,0.10,0.03,4.36,5.10,695.00
07/17/2009 09:00:00,28.50,6.63,171.00,48.20,5.90,2.50,0.10,0.03,4.39,4.30,605.00
07/17/2009 12:00:00,29.30,6.65,166.00,39.70,6.12,2.90,0.09,0.03,3.78,4.70,607.00
07/17/2009 15:00:00,29.30,6.65,162.00,39.00,6.15,3.50,0.09,0.03,3.49,4.50,696.00
07/17/2009 18:00:00,,,,,,,,,,,
07/17/2009 21:00:00,,,,,,,,,,,
07/18/2009 00:00:00,27.40,6.66,155.00,47.40,5.97,2.90,0.11,0.03,3.67,4.20,722.00
07/18/2009 03:00:00,27.40,6.66,153.00,46.10,5.96,2.70,0.10,0.03,3.64,4.10,843.00
07/18/2009 06:00:00,27.60,6.66,160.00,43.40,5.85,2.50,0.11,0.03,3.90,5.20,881.00
07/18/2009 09:00:00,28.30,6.66,177.00,45.60,5.75,3.70,0.11,0.03,4.29,5.50,918.00
07/18/2009 12:00:00,28.70,6.65,176.00,48.60,5.72,3.30,0.11,0.03,4.10,4.40,901.00
07/18/2009 15:00:00,28.20,6.66,159.00,54.50,8.09,3.50,0.11,0.03,3.54,4.30,993.00
07/18/2009 18:00:00,27.70,6.71,144.00,51.70,9.03,1.90,0.10,0.03,3.07,4.80,995.00
07/18/2009 21:00:00,27.30,6.75,136.00,52.40,9.22,2.80,0.09,0.03,2.80,4.50,1057.00
07/19/2009 00:00:00,27.30,6.75,126.00,57.40,9.19,2.20,0.10,0.03,2.29,4.30,1236.00
07/19/2009 03:00:00,27.60,6.75,131.00,61.30,9.06,2.10,0.10,0.03,2.76,4.50,1219.00
07/19/2009 06:00:00,27.60,6.78,138.00,55.60,9.10,2.80,0.11,0.03,2.57,6.10,1336.00
07/19/2009 09:00:00,27.30,6.78,141.00,60.60,9.25,2.10,0.12,0.03,2.75,7.10,1527.00
07/19/2009 12:00:00,27.30,6.78,138.00,53.70,9.17,2.90,0.12,0.03,3.04,9.00,1431.00
07/19/2009 15:00:00,27.40,6.78,133.00,46.60,9.23,2.20,0.11,0.03,2.79,6.90,1729.00
07/19/2009 18:00:00,26.90,6.79,125.00,54.80,9.47,2.70,0.11,0.03,2.46,7.90,1365.00
07/19/2009 21:00:00,26.60,6.80,117.00,50.30,9.62,1.90,0.10,0.03,2.34,7.00,1962.00
07/20/2009 00:00:00,26.60,6.79,113.00,48.80,9.50,2.00,0.10,0.03,2.15,5.30,1481.00
07/20/2009 03:00:00,26.50,6.80,109.00,52.10,9.60,2.10,0.10,0.03,2.26,5.30,1480.00
07/20/2009 06:00:00,26.70,6.83,108.00,48.20,9.66,2.70,0.09,0.03,1.92,7.90,2926.00
07/20/2009 09:00:00,26.90,6.83,110.00,53.60,9.67,2.20,0.09,0.03,1.60,10.00,2922.00
07/20/2009 12:00:00,27.70,6.84,111.00,53.80,9.61,2.10,0.08,0.03,2.10,10.10,2784.00
07/20/2009 15:00:00,27.90,6.84,111.00,39.50,9.76,2.40,0.08,0.03,1.74,11.20,3373.00
07/20/2009 18:00:00,,,,,,,,,,,
07/20/2009 21:00:00,,,,,,,,,,,
07/21/2009 00:00:00,,,,,,,,,,,
07/21/2009 03:00:00,,,,,,,,,,,
07/21/2009 06:00:00,,,,,,,,,,,
07/21/2009 09:00:00,27.20,6.85,106.00,48.30,9.69,3.20,0.11,0.03,1.78,9.60,3728.00
07/21/2009 12:00:00,,,,,,,,,,,
07/21/2009 14:05:00,,,,,,,,,,,
07/21/2009 18:00:00,,,,,,,,,,,
07/21/2009 21:00:00,,,,,,,,,,,
07/22/2009 00:00:00,,,,,,,,,,,
07/22/2009 03:00:00,,,,,,,,,,,
07/22/2009 06:00:00,,,,,,,,,,,
07/22/2009 09:00:00,27.40,6.89,130.00,39.90,9.62,3.20,0.12,0.03,2.58,8.90,1572.00
07/22/2009 12:00:00,,,,,,,,,,,
07/22/2009 16:10:00,29.80,6.99,136.00,30.00,10.00,1.40,0.10,0.03,2.00,8.90,2087.00
07/22/2009 18:00:00,28.60,6.90,139.00,34.40,8.88,1.40,0.10,0.03,1.69,7.40,1936.00
07/22/2009 21:30:00,28.60,6.84,143.00,28.90,7.76,3.10,0.10,0.03,1.88,4.80,918.00
07/23/2009 00:00:00,28.30,6.82,143.00,31.80,7.14,0.90,0.11,0.03,1.96,4.80,707.00
07/23/2009 03:00:00,27.90,6.82,145.00,34.50,6.99,1.40,0.11,0.03,2.10,5.10,712.00
07/23/2009 06:00:00,27.70,6.84,144.00,34.80,7.02,2.10,0.11,0.03,1.96,5.60,935.00
07/23/2009 09:00:00,27.80,6.87,146.00,32.10,7.65,1.40,0.11,0.03,2.50,5.40,805.00
07/23/2009 10:22:00,28.00,6.89,146.00,28.10,7.80,0.80,0.10,0.03,2.59,5.80,791.00
07/23/2009 12:00:00,28.50,6.92,148.00,24.00,8.03,2.50,0.10,0.03,2.53,5.60,812.00
07/23/2009 15:00:00,28.80,6.97,150.00,22.90,8.15,2.50,0.10,0.03,2.81,4.80,1081.00
07/23/2009 18:00:00,28.60,6.95,149.00,24.50,7.88,2.50,0.10,0.03,2.35,5.20,912.00
07/23/2009 21:00:00,28.40,6.92,152.00,24.40,7.35,1.70,0.10,0.03,2.29,5.30,813.00
07/24/2009 00:00:00,28.40,6.89,153.00,26.40,7.18,1.70,0.10,0.03,2.28,5.20,645.00
07/24/2009 03:00:00,28.20,6.87,155.00,31.10,6.99,1.90,0.11,0.03,1.81,5.20,730.00
07/24/2009 06:00:00,28.10,6.89,153.00,28.40,7.22,2.30,0.10,0.03,2.68,5.10,1126.00
07/24/2009 09:00:00,28.30,6.91,150.00,27.80,7.29,2.00,0.10,0.03,2.41,4.90,1015.00
07/24/2009 12:00:00,28.80,6.98,150.00,22.30,7.75,1.80,0.09,0.03,2.43,4.00,1597.00
07/24/2009 15:00:00,29.10,7.05,150.00,19.80,8.55,1.80,0.09,0.03,2.49,3.00,3677.00
07/24/2009 18:00:00,28.70,7.01,151.00,22.10,7.90,1.80,0.09,0.03,2.54,4.50,831.00
07/24/2009 21:00:00,28.50,6.95,161.00,22.70,7.36,1.80,0.09,0.03,2.39,4.50,763.00
07/25/2009 00:00:00,28.40,6.94,163.00,23.20,7.24,1.80,0.10,0.03,2.16,4.30,640.00
07/25/2009 03:00:00,28.30,6.93,162.00,25.40,7.13,1.80,0.10,0.03,2.50,4.50,702.00
07/25/2009 06:00:00,28.10,6.93,158.00,26.20,7.18,1.80,0.10,0.03,2.66,4.30,902.00
07/25/2009 09:00:00,28.10,6.91,156.00,25.90,7.13,1.80,0.45,0.03,2.79,4.00,864.00
07/25/2009 12:00:00,28.30,6.92,155.00,23.80,7.49,2.90,0.09,0.03,2.81,4.00,969.00
07/25/2009 15:00:00,28.20,6.89,161.00,22.10,7.18,1.90,0.08,0.03,2.81,3.80,892.00
07/25/2009 18:00:00,28.40,6.87,169.00,21.90,7.08,2.30,0.09,0.03,3.14,3.70,858.00
07/25/2009 21:00:00,28.50,6.87,171.00,21.90,7.03,1.20,0.08,0.03,2.88,3.50,836.00
07/26/2009 00:00:00,28.40,6.84,170.00,24.90,6.81,2.70,0.09,0.03,2.86,3.70,735.00
07/26/2009 03:00:00,28.10,6.82,165.00,26.30,6.74,2.70,0.09,0.03,3.00,3.40,750.00
07/26/2009 06:00:00,27.80,6.80,159.00,27.50,6.74,2.70,0.09,0.03,3.18,3.40,999.00
07/26/2009 09:00:00,27.60,6.80,152.00,25.00,6.81,2.70,0.08,0.03,3.18,3.30,1052.00
07/26/2009 12:00:00,27.80,6.82,151.00,21.20,7.07,1.50,0.07,0.03,3.23,3.20,1239.00
07/26/2009 15:00:00,28.00,6.85,152.00,19.40,7.68,2.40,0.07,0.03,3.26,3.20,1633.00
07/26/2009 18:00:00,27.90,6.86,154.00,20.70,7.42,1.90,0.07,0.03,2.50,3.20,832.00
07/26/2009 21:00:00,27.70,6.82,156.00,23.00,7.07,1.60,0.07,0.03,3.08,3.00,737.00
07/27/2009 00:00:00,27.70,6.79,157.00,24.60,6.88,1.60,0.07,0.03,2.86,3.00,740.00
07/27/2009 03:00:00,27.50,6.75,160.00,24.40,6.68,1.60,0.07,0.03,2.85,3.00,817.00
07/27/2009 06:00:00,27.50,6.77,161.00,25.50,6.70,1.60,0.07,0.03,3.41,2.90,1071.00
07/27/2009 09:00:00,27.60,6.77,158.00,24.50,6.78,0.90,0.07,0.03,3.06,2.80,1182.00
07/27/2009 12:00:00,28.90,6.82,158.00,19.80,7.34,1.30,0.07,0.03,2.97,2.80,1106.00
07/27/2009 15:00:00,29.60,6.92,155.00,18.30,8.47,2.50,0.06,0.03,3.22,2.30,2699.00
07/27/2009 18:00:00,29.20,6.98,154.00,18.20,8.36,2.00,0.06,0.03,2.90,2.60,1176.00
07/27/2009 21:00:00,27.90,6.85,155.00,22.80,7.04,1.60,0.07,0.03,3.17,2.60,854.00
07/28/2009 00:00:00,27.70,6.80,160.00,26.00,6.87,2.70,0.07,0.03,2.84,2.70,849.00
07/28/2009 03:00:00,27.70,6.78,159.00,25.20,6.91,2.70,0.07,0.03,3.09,2.60,731.00
07/28/2009 06:00:00,27.90,6.80,155.00,23.60,7.12,2.30,0.07,0.03,2.92,2.50,1087.00
07/28/2009 09:00:00,28.20,6.81,152.00,22.40,7.16,1.90,0.08,0.03,2.32,2.60,1049.00
07/28/2009 12:00:00,29.00,6.89,151.00,19.30,7.75,1.90,0.08,0.03,2.63,2.40,993.00
07/28/2009 15:00:00,29.30,6.96,150.00,19.30,8.36,2.60,0.07,0.03,2.71,2.50,1075.00
07/28/2009 18:00:00,28.70,6.92,153.00,23.70,7.41,2.60,0.08,0.03,2.38,2.40,1001.00
07/28/2009 21:00:00,28.60,6.88,157.00,24.30,7.10,2.10,0.08,0.03,2.38,2.40,912.00
07/29/2009 00:00:00,28.40,6.85,158.00,25.90,6.87,2.10,0.08,0.03,2.47,2.50,884.00
07/29/2009 03:00:00,28.20,6.87,157.00,27.30,6.71,2.10,0.09,0.03,2.04,2.50,818.00
07/29/2009 06:00:00,28.10,6.81,155.00,28.60,6.65,2.10,0.09,0.03,2.19,2.50,1208.00
07/29/2009 09:00:00,28.40,6.81,154.00,24.20,6.75,1.50,0.08,0.03,2.26,2.50,1152.00
07/29/2009 12:00:00,29.90,6.87,154.00,19.30,7.48,1.50,0.07,0.03,2.24,2.50,1055.00
07/29/2009 15:00:00,30.70,7.08,153.00,20.10,9.21,2.10,0.07,0.03,1.87,2.50,1333.00
07/29/2009 18:00:00,30.20,7.13,153.00,15.60,9.11,2.60,0.06,0.03,2.37,2.30,935.00
07/29/2009 21:00:00,29.30,6.97,153.00,17.80,7.83,1.90,0.06,0.03,2.10,2.40,899.00
07/30/2009 00:00:00,28.40,6.87,158.00,21.20,6.96,1.10,0.07,0.03,2.19,2.40,864.00
07/30/2009 03:00:00,28.50,6.85,161.00,21.70,7.04,1.10,0.08,0.03,2.36,2.40,940.00
07/30/2009 09:00:00,28.90,6.83,167.00,21.80,7.31,2.20,0.08,0.03,2.44,2.10,518.00
07/30/2009 12:00:00,30.10,6.93,167.00,17.30,8.30,1.90,0.07,0.03,2.74,2.30,375.00
07/30/2009 15:00:00,30.90,7.22,167.00,15.50,10.70,2.20,0.06,0.03,3.05,3.00,569.00
07/30/2009 18:00:00,30.20,7.22,168.00,18.00,9.82,2.60,0.06,0.03,2.23,3.40,569.00
07/30/2009 21:00:00,29.70,7.06,170.00,15.20,8.49,2.60,0.06,0.03,2.59,3.20,475.00
07/31/2009 00:00:00,29.20,6.90,173.00,18.70,7.20,2.30,0.07,0.03,2.71,2.90,472.00
07/31/2009 03:00:00,28.90,6.82,174.00,24.00,6.72,1.10,0.07,0.03,2.54,2.90,463.00
07/31/2009 06:00:00,28.80,6.85,173.00,22.80,6.83,1.70,0.07,0.03,2.72,4.00,636.00
07/31/2009 09:00:00,29.40,6.89,172.00,17.20,7.21,1.70,0.07,0.03,2.57,4.50,563.00
07/31/2009 12:00:00,30.10,7.00,171.00,19.40,8.50,1.70,0.06,0.03,2.33,3.30,589.00
07/31/2009 15:00:00,31.90,7.28,169.00,12.90,10.79,2.70,0.06,0.03,2.61,3.00,699.00
07/31/2009 18:00:00,31.90,7.65,168.00,10.30,11.45,2.70,0.05,0.03,2.42,6.90,680.00
07/31/2009 21:00:00,30.50,7.42,170.00,12.10,9.31,1.90,0.05,0.03,2.55,5.20,668.00
08/01/2009 00:00:00,29.30,7.01,173.00,17.90,7.31,2.30,0.06,0.03,2.66,3.20,534.00
08/01/2009 03:00:00,29.20,6.90,181.00,20.10,7.09,0.80,0.07,0.03,2.54,3.60,570.00
08/01/2009 06:00:00,29.10,6.91,179.00,19.90,7.03,1.60,0.07,0.03,2.79,4.70,790.00
08/01/2009 09:00:00,29.80,6.92,179.00,14.70,7.41,1.60,0.07,0.03,2.88,4.50,719.00
08/01/2009 12:00:00,30.70,7.02,177.00,14.40,8.30,1.60,0.06,0.03,2.65,4.10,755.00
08/01/2009 15:00:00,30.50,7.10,176.00,15.30,8.77,2.20,0.06,0.03,2.47,4.30,858.00
08/01/2009 18:00:00,29.60,6.96,176.00,17.40,7.45,2.10,0.06,0.03,2.81,3.50,876.00
08/01/2009 21:00:00,29.50,6.89,180.00,18.20,7.30,1.90,0.07,0.03,2.36,3.80,719.00
08/02/2009 00:00:00,29.70,6.86,187.00,18.30,7.24,1.40,0.07,0.03,2.51,3.80,696.00
08/02/2009 03:00:00,29.50,6.86,187.00,19.00,6.96,1.90,0.07,0.03,2.48,3.50,590.00
08/02/2009 06:00:00,29.30,6.84,185.00,20.30,6.78,1.90,0.07,0.03,3.03,4.30,793.00
08/02/2009 09:00:00,29.90,6.87,184.00,16.60,7.11,5.20,0.07,0.03,2.48,4.20,756.00
08/02/2009 12:00:00,30.50,6.92,181.00,17.10,7.53,5.20,0.06,0.03,2.67,4.30,725.00
08/02/2009 15:00:00,30.70,6.98,177.00,17.60,7.99,1.90,0.06,0.03,2.53,4.00,768.00
08/02/2009 18:00:00,29.60,6.87,176.00,20.10,7.01,2.10,0.07,1.89,2.53,3.70,702.00
08/02/2009 19:10:00,29.40,6.86,174.00,20.30,6.88,2.00,0.06,1.53,2.65,3.60,501.00
08/02/2009 21:10:00,29.60,6.88,173.00,20.00,7.19,1.90,0.07,0.15,2.57,3.80,745.00
